employee_id,in_degree_weighted,out_degree_weighted,betweenness,eigenvector,pagerank,clustering_coeff,in_degree_weighted_norm,out_degree_weighted_norm,betweenness_norm,eigenvector_norm,pagerank_norm,influence_score,full_name,department,job_level_name,network_role
EMP00844,6,3,0.0,8.936022361472043e-25,0.0009940200546625525,0.0,0.2608695652173913,0.125,0.0,2.497210412687153e-24,0.06952833265770901,0.0696,drg. Rusman Hakim,Customer Success,Specialist,Central Connector
EMP00952,6,0,0.0,8.936022361472043e-25,0.0009921852355260937,0.0,0.2608695652173913,0.0,0.0,2.497210412687153e-24,0.06939999327995898,0.0695,Humaira Gunawan,Research,Senior Staff,Central Connector
EMP00906,6,0,0.0,1.1756934366145791e-24,0.0009908648022144027,0.0,0.2608695652173913,0.0,0.0,3.2855265724270486e-24,0.06930763344665689,0.0695,"T. Harjasa Hastuti, M.Pd",IT Infrastructure,Lead,Central Connector
EMP00977,6,0,0.0,8.936022361472043e-25,0.0009772998699357947,0.0,0.2608695652173913,0.0,0.0,2.497210412687153e-24,0.0683588124248652,0.0693,Adhiarja Samosir,Research,Specialist,Central Connector
EMP00999,6,0,0.0,4.732863474508171e-26,0.0009716575375273322,0.0,0.2608695652173913,0.0,0.0,1.322619334674712e-25,0.06796415040288604,0.0692,Wani Sitompul,Research,Staff,Central Connector
EMP00968,6,0,0.0,8.936022361472043e-25,0.0009605337268760081,0.0,0.2608695652173913,0.0,0.0,2.497210412687153e-24,0.06718607756244503,0.069,"drg. Joko Pradana, S.I.Kom",Research,Staff,Central Connector
EMP00580,4,3,0.0,2.2555407978782813e-05,0.001930219812278887,0.0,0.17391304347826086,0.125,0.0,6.303207108105843e-05,0.13501233157331685,0.0686,Bahuwarna Sihombing,HR,Specialist,Central Connector
EMP00823,3,3,2.5050100200400798e-05,3.6180578563411348e-22,0.00137165897257502,0.0,0.13043478260869565,0.125,0.059523809523809514,1.0110820437865696e-21,0.095942894603372,0.0679,Ivan Santoso,Customer Success,Senior Staff,Information Broker
EMP00924,3,3,3.006012024048096e-05,3.414952192004627e-22,0.0011456532193531263,0.0,0.13043478260869565,0.125,0.07142857142857142,9.543232802852977e-22,0.08013455842457891,0.0675,Salman Hutagalung,IT Infrastructure,Staff,Information Broker
EMP00516,6,11,0.0,4.732863474508171e-26,0.0008514295846826087,0.0,0.2608695652173913,0.4583333333333333,0.0,1.322619334674712e-25,0.05955461272712852,0.0671,Jamal Astuti,Finance,Senior Staff,Central Connector
EMP00778,4,12,0.0,0.024988668917860363,0.0008362609685514547,0.1,0.17391304347826086,0.5,0.0,0.06983192487288399,0.058493619457046064,0.0669,Puti Salahudin,Legal,Staff,Central Connector
EMP00250,6,0,0.0,5.036575391098788e-11,0.0008176244783286259,0.0,0.2608695652173913,0.0,0.0,1.407492954042236e-10,0.05719006015187202,0.0665,"Tri Haryanti, S.E.I",Product,Senior Staff,Central Connector
EMP00700,6,3,0.0,8.936022361472043e-25,0.0008062195339465768,0.18344040271636816,0.2608695652173913,0.125,0.0,2.497210412687153e-24,0.056392322960133995,0.0663,Zulfa Hutapea,Data & Analytics,Senior Staff,Central Connector
EMP00499,3,3,5.01002004008016e-06,2.202693467116133e-23,0.0020827527095815344,0.0,0.13043478260869565,0.125,0.011904761904761904,6.155522937986757e-23,0.14568149058591134,0.0661,Jasmin Manullang,Finance,Staff,Information Broker
EMP00326,4,6,1.503006012024048e-05,1.1600217032552802e-24,0.001161566589427846,0.0,0.17391304347826086,0.25,0.03571428571428571,3.241731230219276e-24,0.0812476447079698,0.0658,Juli Sinaga,Marketing,Specialist,Central Connector
EMP00797,3,3,1.5105588060543198e-05,4.407371613828535e-18,0.0015978843116412744,0.0,0.13043478260869565,0.125,0.03589375448671932,1.231659214964335e-17,0.11176659006748536,0.0648,Maman Mandala,Customer Success,Staff,Information Broker
EMP00526,3,9,3.006012024048096e-05,5.082400185538275e-11,0.0009760391409723542,0.09172020135818408,0.13043478260869565,0.375,0.07142857142857142,1.4202988926583838e-10,0.06827062870829918,0.0646,Ella Safitri,Finance,Staff,Central Connector
EMP00244,3,0,0.0,3.379593747620481e-11,0.0020972426368322246,0.0,0.13043478260869565,0.0,0.0,9.444422088285827e-11,0.1466950118698597,0.0628,Mursinin Sihombing,Product,Senior Staff,Information Broker
EMP00566,4,12,1.2525050100200399e-05,2.9290503945295e-05,0.0010765964635838182,0.05503212081491045,0.17391304347826086,0.5,0.029761904761904757,8.185359043013364e-05,0.0753042724913433,0.0626,Ir. Harsana Suryono,HR,Senior Staff,Central Connector
EMP00927,3,3,2.004008016032064e-05,4.485523277087171e-20,0.0012198436954183047,0.0,0.13043478260869565,0.125,0.047619047619047616,1.2534990380269686e-19,0.085323930686937,0.0617,Bagas Maryadi,IT Infrastructure,Senior Staff,Information Broker
EMP00615,3,0,0.0,4.064495390200804e-23,0.002026034430883771,0.0,0.13043478260869565,0.0,0.0,1.135840959227006e-22,0.14171423929095683,0.0615,Gada Maheswara,Operations,Senior Staff,Information Broker
EMP00787,3,0,0.0,2.795084988097619e-23,0.0018928436576810203,0.0,0.13043478260869565,0.0,0.0,7.810986873440535e-23,0.13239799628082757,0.0592,Maimunah Yolanda,Customer Success,Senior Staff,Information Broker
EMP00323,3,0,0.0,3.979868030060591e-23,0.0018361253789832565,0.0,0.13043478260869565,0.0,0.0,1.1121914744348092e-22,0.12843074498587306,0.0582,Indah Najmudin,Marketing,Staff,Information Broker
EMP00243,3,3,2.2658382090814797e-05,5.710936027489938e-19,0.0009084852314329289,0.0,0.13043478260869565,0.125,0.05384063173007897,1.595945974299104e-18,0.06354546177353303,0.0581,"Yance Utami, S.H.",Product,Staff,Information Broker
EMP00554,3,3,1.503006012024048e-05,4.85648161946265e-05,0.0011832787328955225,0.5,0.13043478260869565,0.125,0.03571428571428571,0.00013571649642949294,0.08276633552980135,0.0575,"H. Umar Gunarto, M.M.",HR,Senior Staff,Information Broker
EMP00307,3,0,0.0,4.567294745913853e-22,0.001771660407622708,0.0,0.13043478260869565,0.0,0.0,1.2763504315390452e-21,0.12392163880385797,0.0571,"Daruna Saptono, M.Farm",Marketing,Specialist,Information Broker
EMP00960,3,9,2.5050100200400798e-05,2.3821034706133826e-26,0.0007483770536728456,0.0,0.13043478260869565,0.375,0.059523809523809514,6.656892015581328e-26,0.052346437576479214,0.057,"Usman Namaga, S.Psi",Research,Staff,Central Connector
EMP00734,5,3,0.0,3.907858726612103e-12,0.0007475408756565105,0.0,0.21739130434782608,0.125,0.0,1.0920681606036773e-11,0.052287949759248456,0.0566,Nilam Riyanti,Data & Analytics,Senior Staff,Central Connector
EMP00610,3,0,0.0,2.11806610697592e-23,0.0017029346057805064,0.0,0.13043478260869565,0.0,0.0,5.919028090064786e-23,0.11911450197574383,0.0559,Raisa Ardianto,Operations,Specialist,Information Broker
EMP00322,4,0,0.0,2.711241214625371e-23,0.0012036724016784722,0.0,0.17391304347826086,0.0,0.0,7.576681792628953e-23,0.08419280351764634,0.0558,Padma Yulianti,Marketing,Senior Staff,Central Connector
EMP00617,3,0,0.0,2.0334387468357083e-23,0.0016745754664316246,0.0,0.13043478260869565,0.0,0.0,5.68253324214282e-23,0.11713087632826658,0.0554,"Putu Oktaviani, M.M.",Operations,Staff,Information Broker
EMP00665,3,0,0.0,2.0334387468357083e-23,0.0016745754664316246,0.0,0.13043478260869565,0.0,0.0,5.68253324214282e-23,0.11713087632826658,0.0554,"Ir. Ghani Tarihoran, S.Sos",Operations,Staff,Information Broker
EMP00289,4,3,5.01002004008016e-06,3.165690138578311e-26,0.0009716575375273322,0.0,0.17391304347826086,0.125,0.011904761904761904,8.846659125969923e-26,0.06796415040288604,0.0553,"Mahfud Habibi, S.E.I",Marketing,Senior Staff,Central Connector
EMP00419,4,3,0.0,1.1600217032552802e-24,0.001161566589427846,0.0,0.17391304347826086,0.125,0.0,3.241731230219276e-24,0.0812476447079698,0.0551,Cici Wulandari,Sales,Senior Staff,Central Connector
EMP00645,3,0,0.0,3.423414928018648e-22,0.001656522550425791,0.0,0.13043478260869565,0.0,0.0,9.566882287645173e-22,0.11586813606099763,0.0551,Lalita Farida,Operations,Staff,Information Broker
EMP00973,4,3,5.035196020181066e-06,2.711241214625371e-23,0.000934950841752818,0.0,0.17391304347826086,0.125,0.011964584828906439,7.576681792628953e-23,0.0653966414853299,0.0547,"Belinda Hutasoit, S.T.",Research,Senior Staff,Central Connector
EMP00908,3,3,1.0070392040362132e-05,4.485523277087171e-20,0.0012198436954183047,0.0,0.13043478260869565,0.125,0.023929169657812877,1.2534990380269686e-19,0.085323930686937,0.0546,Oliva Mandasari,IT Infrastructure,Staff,Information Broker
EMP00939,3,6,2.004008016032064e-05,2.3821034706133826e-26,0.0007483770536728456,0.0,0.13043478260869565,0.25,0.047619047619047616,6.656892015581328e-26,0.052346437576479214,0.0535,T. Rahman Thamrin,Research,Senior Staff,Central Connector
EMP00751,3,6,1.25250501002004e-06,0.01667203802388746,0.0008528131207906256,0.16666666666666666,0.13043478260869565,0.25,0.002976190476190476,0.04659073720928957,0.05965138638708733,0.0535,Eka Sudiati,Legal,Staff,Central Connector
EMP00675,3,3,5.01002004008016e-06,8.700946361082565e-25,0.00135147564132836,0.0,0.13043478260869565,0.125,0.011904761904761904,2.4315173993754957e-24,0.09453113901305354,0.0533,"Melinda Prabowo, M.Ak",Operations,Staff,Information Broker
EMP00496,4,6,0.0,6.546394046575229e-11,0.0010603290650510486,0.18344040271636816,0.17391304347826086,0.25,0.0,1.829418360583407e-10,0.07416642311762428,0.0533,Caket Usada,Finance,Senior Staff,Central Connector
EMP00318,3,3,0.0,1.7163682375103805e-24,0.001541384693228874,0.0,0.13043478260869565,0.125,0.0,4.7964658785951814e-24,0.10781463331813732,0.053,Tgk. Aisyah Iswahyudi,Marketing,Lead,Information Broker
EMP00229,4,0,0.0,6.71543385479838e-11,0.0010176940073290193,0.0,0.17391304347826086,0.0,0.0,1.876657272056314e-10,0.07118424538159841,0.0526,"Puti Nadine Budiyanto, M.Pd",Product,Specialist,Central Connector
EMP00217,3,7,1.503006012024048e-05,6.699984335348135e-20,0.0009015043204292181,0.18344040271636816,0.13043478260869565,0.2916666666666667,0.03571428571428571,1.8723398364813415e-19,0.06305717071718744,0.0526,Maya Laksita,Product,Specialist,Central Connector
EMP00442,4,0,0.0,3.165690138578311e-26,0.0009716575375273322,0.0,0.17391304347826086,0.0,0.0,8.846659125969923e-26,0.06796415040288604,0.0518,Panji Sitorus,Sales,Lead,Central Connector
EMP00431,4,0,0.0,3.165690138578311e-26,0.0009716575375273322,0.0,0.17391304347826086,0.0,0.0,8.846659125969923e-26,0.06796415040288604,0.0518,Safina Januar,Sales,Staff,Central Connector
EMP00226,4,3,0.0,3.165690138578311e-26,0.0009716575375273322,0.0,0.17391304347826086,0.125,0.0,8.846659125969923e-26,0.06796415040288604,0.0518,Jane Prabowo,Product,Staff,Central Connector
EMP00669,4,3,0.0,3.165690138578311e-26,0.0009716575375273322,0.0,0.17391304347826086,0.125,0.0,8.846659125969923e-26,0.06796415040288604,0.0518,R. Paris Utama,Operations,Specialist,Central Connector
EMP00744,3,13,0.0,3.126286981309703e-12,0.0014623065469473071,0.1100642416298209,0.13043478260869565,0.5416666666666666,0.0,8.736545284885366e-12,0.10228338509549832,0.0517,"Lurhur Lazuardi, S.E.I",Data & Analytics,Staff,Central Connector
EMP00249,4,3,0.0,7.614581368941803e-19,0.0009632550402350103,0.5503212081491045,0.17391304347826086,0.125,0.0,2.12792796544017e-18,0.06737642420545598,0.0516,"Dr. Cici Astuti, S.I.Kom",Product,Staff,Central Connector
EMP00257,3,3,1.503006012024048e-05,4.12575830650798e-11,0.0008234066917376941,0.0,0.13043478260869565,0.125,0.03571428571428571,1.1529611483139837e-10,0.05759450637558532,0.0512,Ana Lailasari,Product,Staff,Information Broker
EMP00727,3,3,1.002004008016032e-05,2.763744913796619e-09,0.0010245694927847034,0.0,0.13043478260869565,0.125,0.023809523809523808,7.723405669283886e-09,0.07166516227829857,0.0511,Hilda Manullang,Data & Analytics,Staff,Information Broker
EMP00724,4,6,0.0,3.7873444580496944e-12,0.0009078155882980697,0.18344040271636816,0.17391304347826086,0.25,0.0,1.0583899227750684e-11,0.06349862250663489,0.0507,Mila Prayoga,Data & Analytics,Specialist,Central Connector
EMP00589,4,8,0.0,1.573563081671092e-05,0.000893439603095001,0.0,0.17391304347826086,0.3333333333333333,0.0,4.3973906438634086e-05,0.06249307108260393,0.0504,Kasusra Permadi,HR,Specialist,Central Connector
EMP00620,3,3,1.002004008016032e-05,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.125,0.023809523809523808,6.656892015581328e-26,0.06796415040288604,0.0502,Drs. Dimas Megantara,Operations,Senior Staff,Information Broker
EMP00806,3,0,0.0,2.11806610697592e-23,0.0013705028946430387,0.0,0.13043478260869565,0.0,0.0,5.919028090064786e-23,0.09586203087164345,0.0501,Zalindra Nugroho,Customer Success,Staff,Information Broker
EMP00624,3,4,5.01002004008016e-06,8.700946361082565e-25,0.001161566589427846,0.0,0.13043478260869565,0.16666666666666666,0.011904761904761904,2.4315173993754957e-24,0.0812476447079698,0.05,"Bakiadi Novitasari, S.I.Kom",Operations,Staff,Information Broker
EMP00271,3,0,0.0,1.1521858365756308e-24,0.00135147564132836,0.0,0.13043478260869565,0.0,0.0,3.2198335591153897e-24,0.09453113901305354,0.0497,Kamila Hasanah,Marketing,Specialist,Information Broker
EMP00671,3,3,0.0,8.700946361082565e-25,0.00135147564132836,0.0,0.13043478260869565,0.125,0.0,2.4315173993754957e-24,0.09453113901305354,0.0497,Hilda Latupono,Operations,Staff,Information Broker
EMP00621,3,0,0.0,8.700946361082565e-25,0.00135147564132836,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.09453113901305354,0.0497,Maria Adriansyah,Operations,Specialist,Information Broker
EMP00362,3,0,0.0,8.700946361082565e-25,0.00135147564132836,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.09453113901305354,0.0497,Ani Mahendra,Sales,Specialist,Information Broker
EMP00598,3,0,0.0,1.1521858365756308e-24,0.00135147564132836,0.0,0.13043478260869565,0.0,0.0,3.2198335591153897e-24,0.09453113901305354,0.0497,"Puti Intan Hutasoit, S.E.",Operations,Staff,Information Broker
EMP00089,3,0,0.0,8.700946361082565e-25,0.00135147564132836,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.09453113901305354,0.0497,Yani Pudjiastuti,Engineering,Staff,Information Broker
EMP00626,3,3,0.0,8.700946361082565e-25,0.00135147564132836,0.0,0.13043478260869565,0.125,0.0,2.4315173993754957e-24,0.09453113901305354,0.0497,Dr. Panji Mayasari,Operations,Senior Staff,Information Broker
EMP00792,4,6,0.0,1.1600217032552802e-24,0.0008526205711379682,0.0,0.17391304347826086,0.25,0.0,3.241731230219276e-24,0.0596379181917121,0.0497,"Rini Permadi, S.H.",Customer Success,Staff,Central Connector
EMP00262,3,0,0.0,8.700946361082565e-25,0.00135147564132836,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.09453113901305354,0.0497,Sutan Bakiadi Permadi,Marketing,Senior Staff,Information Broker
EMP00981,3,0,0.0,4.553190185890483e-22,0.0013202825764958245,0.0,0.13043478260869565,0.0,0.0,1.2724088507403452e-21,0.0923492898862507,0.0492,Dr. Kambali Wasita,Research,Staff,Information Broker
EMP00634,3,0,0.0,2.0334387468357083e-23,0.0013231165019794784,0.0,0.13043478260869565,0.0,0.0,5.68253324214282e-23,0.09254751336557632,0.0492,Tgk. Rahmat Yuniar,Operations,Senior Staff,Information Broker
EMP00790,4,0,0.0,2.2883865051247777e-24,0.0008176663880422568,0.0,0.17391304347826086,0.0,0.0,6.394995869178854e-24,0.05719299159424811,0.0491,Putri Saputra,Customer Success,Specialist,Central Connector
EMP00899,3,0,0.0,4.408432265458645e-21,0.0012830122472599888,0.0,0.13043478260869565,0.0,0.0,1.2319556186871328e-20,0.08974235671904088,0.0485,"Puti Fitriani Rahmawati, M.Pd",IT Infrastructure,Senior Staff,Information Broker
EMP00618,4,0,0.0,3.165690138578311e-26,0.0007802742656520579,0.0,0.17391304347826086,0.0,0.0,8.846659125969923e-26,0.05457753940882304,0.0484,Balapati Mandasari,Operations,Specialist,Central Connector
EMP00922,4,6,0.0,3.165690138578311e-26,0.0007802742656520579,0.0,0.17391304347826086,0.25,0.0,8.846659125969923e-26,0.05457753940882304,0.0484,Fitria Namaga,IT Infrastructure,Specialist,Central Connector
EMP00872,3,3,0.0,2.6822485079106696e-23,0.001253880825171636,0.0,0.13043478260869565,0.125,0.0,7.495660409544578e-23,0.08770471251231639,0.048,Rahayu Wulandari,IT Infrastructure,Staff,Information Broker
EMP00519,3,3,1.002004008016032e-05,3.9458112002054336e-11,0.0008145732441121919,0.0,0.13043478260869565,0.125,0.023809523809523808,1.1026741448336549e-10,0.05697663666346079,0.0475,Ir. Reksa Thamrin,Finance,Staff,Information Broker
EMP00287,4,0,0.0,3.165690138578311e-26,0.0007037209569019484,0.0,0.17391304347826086,0.0,0.0,8.846659125969923e-26,0.04922289501119786,0.0471,"Dr. Calista Haryanto, S.Sos",Marketing,Senior Staff,Central Connector
EMP00916,4,6,0.0,3.165690138578311e-26,0.0007037209569019484,0.0,0.17391304347826086,0.25,0.0,8.846659125969923e-26,0.04922289501119786,0.0471,Ghaliyati Wibowo,IT Infrastructure,Staff,Central Connector
EMP00505,3,3,0.0,3.528960625859341e-13,0.0011727872118872875,0.0,0.13043478260869565,0.125,0.0,9.861834342374245e-13,0.08203248920615394,0.0466,Nova Sudiati,Finance,Specialist,Information Broker
EMP00339,3,3,5.01002004008016e-06,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.125,0.011904761904761904,6.656892015581328e-26,0.06796415040288604,0.0466,Tami Laksita,Marketing,Senior Staff,Information Broker
EMP00540,3,0,0.0,2.5089371864083773e-11,0.0011654079861681862,0.0,0.13043478260869565,0.0,0.0,7.011334364705988e-11,0.08151633738592917,0.0465,Cecep Utami,Finance,Senior Staff,Information Broker
EMP00690,3,0,0.0,8.700946361082565e-25,0.001161566589427846,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.0812476447079698,0.0464,"Tantri Kuswandari, M.TI.",Operations,Staff,Information Broker
EMP00951,3,0,0.0,8.700946361082565e-25,0.001161566589427846,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.0812476447079698,0.0464,Umay Purnawati,Research,Senior Staff,Information Broker
EMP00501,4,9,0.0,3.165690138578311e-26,0.0006624999444980431,0.09172020135818408,0.17391304347826086,0.375,0.0,8.846659125969923e-26,0.04633962495093812,0.0464,"Drs. Lembah Hutasoit, S.Gz",Finance,Staff,Central Connector
EMP00957,3,3,0.0,8.700946361082565e-25,0.001161566589427846,0.0,0.13043478260869565,0.125,0.0,2.4315173993754957e-24,0.0812476447079698,0.0464,R. Umi Widodo,Research,Staff,Information Broker
EMP00413,3,0,0.0,8.700946361082565e-25,0.001161566589427846,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.0812476447079698,0.0464,"Sutan Satya Wastuti, S.Sos",Sales,Specialist,Information Broker
EMP00959,3,3,0.0,8.700946361082565e-25,0.001161566589427846,0.0,0.13043478260869565,0.125,0.0,2.4315173993754957e-24,0.0812476447079698,0.0464,R.A. Qori Wibisono,Research,Specialist,Information Broker
EMP00993,3,0,0.0,8.700946361082565e-25,0.001161566589427846,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.0812476447079698,0.0464,Novi Hutagalung,Research,Senior Staff,Information Broker
EMP00974,3,6,1.002004008016032e-05,2.3821034706133826e-26,0.0007483770536728456,0.0,0.13043478260869565,0.25,0.023809523809523808,6.656892015581328e-26,0.052346437576479214,0.0463,Harjasa Usada,Research,Senior Staff,Central Connector
EMP00223,3,3,5.035196020181066e-06,3.6744760964346125e-22,0.0009435151978793004,0.0,0.13043478260869565,0.125,0.011964584828906439,1.0268483669813683e-21,0.06599568915943675,0.0462,Margana Aryani,Product,Specialist,Information Broker
EMP00917,3,3,0.0,8.700946361082565e-25,0.0010982635721276748,0.0,0.13043478260869565,0.125,0.0,2.4315173993754957e-24,0.07681981327294188,0.0453,R.A. Najwa Pudjiastuti,IT Infrastructure,Specialist,Information Broker
EMP00529,3,9,0.0,3.063382270672715e-11,0.0010559914855587554,0.0,0.13043478260869565,0.375,0.0,8.560755328173708e-11,0.07386302413844392,0.0446,Ibrani Rahmawati,Finance,Staff,Central Connector
EMP00845,3,3,5.01002004008016e-06,3.6095951203271144e-22,0.0008534232452464326,0.0,0.13043478260869565,0.125,0.011904761904761904,1.0087170953073501e-21,0.059694062524180316,0.0446,Diah Mulyani,Customer Success,Senior Staff,Information Broker
EMP00273,3,0,0.0,2.710457627957406e-23,0.0010190610618491757,0.0,0.13043478260869565,0.0,0.0,7.574492025518565e-23,0.07127986621036622,0.0439,Banawa Nababan,Marketing,Staff,Information Broker
EMP00237,3,0,0.0,6.148178398018864e-11,0.0010134818592721837,0.0,0.13043478260869565,0.0,0.0,1.718135261253057e-10,0.07088961990606049,0.0438,"Tgk. Caturangga Sudiati, M.Ak",Product,Senior Staff,Information Broker
EMP00314,3,4,5.01002004008016e-06,8.700946361082565e-25,0.0007978694353652821,0.0,0.13043478260869565,0.16666666666666666,0.011904761904761904,2.4315173993754957e-24,0.055808261874885565,0.0436,"Ilsa Waskita, S.T.",Marketing,Staff,Information Broker
EMP00274,3,0,0.0,1.7163682375103805e-24,0.0009952588211435138,0.0,0.13043478260869565,0.0,0.0,4.7964658785951814e-24,0.06961498017308809,0.0435,Devi Nasyiah,Marketing,Lead,Information Broker
EMP00329,3,0,0.0,1.7163682375103805e-24,0.0009952588211435138,0.0,0.13043478260869565,0.0,0.0,4.7964658785951814e-24,0.06961498017308809,0.0435,Salimah Wacana,Marketing,Specialist,Information Broker
EMP00815,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"Edi Nashiruddin, S.Ked",Customer Success,Staff,Information Broker
EMP00133,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"Tgk. Aurora Adriansyah, S.Psi",Engineering,Senior Staff,Information Broker
EMP00333,3,6,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.25,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"Drs. Yunita Adriansyah, M.Pd",Marketing,Staff,Central Connector
EMP00334,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Laras Habibi,Marketing,Staff,Information Broker
EMP00327,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"Bala Marpaung, S.Psi",Marketing,Senior Staff,Information Broker
EMP00654,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Melinda Suartini,Operations,Specialist,Information Broker
EMP00156,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Shania Nasyiah,Engineering,Senior Staff,Information Broker
EMP00152,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Ajiono Wahyuni,Engineering,Staff,Information Broker
EMP00283,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"Taswir Lestari, S.IP",Marketing,Senior Staff,Information Broker
EMP00704,3,13,0.0,2.3821034706133826e-26,0.0009716575375273322,0.05503212081491045,0.13043478260869565,0.5416666666666666,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Jefri Yuniar,Data & Analytics,Specialist,Central Connector
EMP00305,3,9,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.375,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Edward Suryono,Marketing,Staff,Central Connector
EMP00679,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Rusman Zulaika,Operations,Specialist,Information Broker
EMP00686,3,3,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Gatra Puspasari,Operations,Staff,Information Broker
EMP00222,3,3,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Ir. Salimah Dongoran,Product,Staff,Information Broker
EMP00196,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Usyi Handayani,Engineering,Specialist,Information Broker
EMP00491,3,9,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.375,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Hj. Yance Santoso,Finance,Lead,Central Connector
EMP00663,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"Purwa Farida, S.Gz",Operations,Staff,Information Broker
EMP00820,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"Bakiono Nashiruddin, S.E.I",Customer Success,Staff,Information Broker
EMP00646,3,3,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Jessica Nashiruddin,Operations,Staff,Information Broker
EMP00309,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Kenari Prasetyo,Marketing,Senior Staff,Information Broker
EMP00298,3,3,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Cut Rahmi Januar,Marketing,Specialist,Information Broker
EMP00688,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Luwar Irawan,Operations,Senior Staff,Information Broker
EMP00684,3,3,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Prima Mandala,Operations,Senior Staff,Information Broker
EMP00472,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Lidya Kuswoyo,Sales,Senior Staff,Information Broker
EMP00961,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,Usyi Mandala,Research,Senior Staff,Information Broker
EMP00180,3,0,0.0,2.3821034706133826e-26,0.0009716575375273322,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.06796415040288604,0.0431,"KH. Oman Narpati, S.Pt",Engineering,Specialist,Information Broker
