employee_id,full_name,department,job_level,job_level_name,hire_date,tenure_years,monthly_salary,gender,age,education,manager_id,engagement_score,is_flight_risk_sim,duration_months,event_observed,low_engagement,below_median_salary,senior
EMP00182,"Lukman Sitorus, S.Pt",Engineering,4,Lead,2018-08-16,6.38,22589208,L,25,S1,,4.3,False,76.6,0,0,0,0
EMP00183,"R.A. Samiah Saragih, S.H.",Engineering,1,Staff,2021-11-16,3.12,14618904,L,49,S1,EMP00155,2.4,False,37.4,0,1,1,0
EMP00184,"Sutan Cakrajiya Dongoran, S.Gz",Engineering,1,Staff,2022-05-08,2.65,13650518,L,41,S1,EMP00155,4.0,False,31.8,0,0,1,0
EMP00185,Jaswadi Suryatmi,Engineering,2,Senior Staff,2021-03-21,3.78,21127181,L,43,S2,EMP00155,3.1,False,45.4,0,0,0,0
EMP00186,"Puti Mutia Agustina, M.Farm",Engineering,3,Specialist,2018-09-07,6.32,24595131,L,49,S2,EMP00155,4.2,False,75.8,0,0,0,0
EMP00187,Nasim Winarno,Engineering,2,Senior Staff,2018-12-13,6.05,17136853,L,39,S1,EMP00155,4.3,False,72.6,0,0,0,0
EMP00188,Lalita Prasasta,Engineering,1,Staff,2023-02-08,1.89,16901899,L,47,S2,EMP00155,3.5,False,22.7,0,0,0,0
EMP00189,Marwata Ardianto,Engineering,3,Specialist,2018-08-03,6.41,23080111,L,33,S1,EMP00155,2.9,False,76.9,0,1,0,0
EMP00190,"KH. Timbul Kurniawan, S.Farm",Engineering,1,Staff,2022-08-15,2.38,13583253,P,50,S1,EMP00155,2.7,False,28.6,0,1,1,0
EMP00191,Cecep Maryati,Engineering,3,Specialist,2023-04-15,1.71,25193690,P,25,S1,EMP00155,3.3,False,20.5,0,0,0,0
EMP00192,Alika Puspita,Engineering,2,Senior Staff,2018-11-17,6.12,15708369,L,33,S1,EMP00155,3.8,False,73.4,0,0,1,0
EMP00193,Vero Maheswara,Engineering,2,Senior Staff,2019-12-24,5.02,19838022,L,48,S1,EMP00155,2.3,False,60.2,0,1,0,0
EMP00194,Diana Hariyah,Engineering,1,Staff,2023-04-23,1.69,15523666,L,33,S1,EMP00155,4.2,False,20.3,0,0,1,0
EMP00195,"Karta Purwanti, M.Ak",Engineering,1,Staff,2020-10-27,4.18,12766637,P,27,S2,EMP00155,4.0,False,50.2,0,0,1,0
EMP00196,Usyi Handayani,Engineering,3,Specialist,2022-08-07,2.4,33788724,L,24,D3,EMP00155,3.4,False,28.8,0,0,0,0
EMP00197,Drs. Maria Pudjiastuti,Engineering,1,Staff,2022-10-26,2.18,21211147,L,38,S2,EMP00155,3.7,False,26.2,0,0,0,0
EMP00198,Endah Kusmawati,Engineering,3,Specialist,2021-10-28,3.18,18536337,L,23,S1,EMP00155,3.7,False,38.2,0,0,0,0
EMP00199,Hana Prayoga,Engineering,2,Senior Staff,2023-07-19,1.45,18049163,P,49,S1,EMP00155,3.2,True,17.4,1,0,0,0
EMP00200,"Hj. Ika Nurdiyanti, M.Kom.",Engineering,2,Senior Staff,2019-08-27,5.35,15833778,P,27,S2,EMP00155,4.2,False,64.2,0,0,1,0
EMP00201,"Digdaya Saefullah, M.M.",Product,2,Senior Staff,2023-03-27,1.77,17685137,L,51,S1,EMP00254,3.5,False,21.2,0,0,0,0
EMP00202,Nasab Suwarno,Product,4,Lead,2018-09-18,6.29,37859904,L,48,S1,,1.2,False,75.5,0,1,0,0
EMP00203,Empluk Sitorus,Product,3,Specialist,2022-11-14,2.13,22939302,P,33,S1,EMP00254,3.7,False,25.6,0,0,0,0
EMP00204,Puput Hutapea,Product,3,Specialist,2023-06-15,1.55,20392234,L,23,S2,EMP00254,4.8,False,18.6,0,0,0,0
EMP00205,Cakrawangsa Pradipta,Product,3,Specialist,2019-03-22,5.78,25719234,L,51,S1,EMP00254,3.1,True,69.4,1,0,0,0
EMP00206,Talia Mangunsong,Product,3,Specialist,2021-12-15,3.04,26964404,P,49,S2,EMP00254,3.9,False,36.5,0,0,0,0
EMP00207,"Gabriella Haryanto, S.Farm",Product,4,Lead,2020-07-20,4.45,27720264,P,50,S1,,4.9,False,53.4,0,0,0,0
EMP00208,Julia Namaga,Product,2,Senior Staff,2022-03-01,2.84,23857410,P,45,S1,EMP00254,4.5,False,34.1,0,0,0,0
EMP00209,Lidya Halim,Product,3,Specialist,2019-07-25,5.44,30194557,L,28,S1,EMP00254,3.1,False,65.3,0,0,0,0
EMP00210,Rafi Andriani,Product,2,Senior Staff,2021-01-20,3.95,21062983,L,37,S1,EMP00254,1.3,False,47.4,0,1,0,0
EMP00211,Vera Padmasari,Product,1,Staff,2018-09-02,6.33,22335505,P,24,S1,EMP00254,3.1,True,76.0,1,0,0,0
EMP00212,"Ayu Permata, S.Sos",Product,1,Staff,2021-04-03,3.75,17142144,P,48,S1,EMP00254,3.8,False,45.0,0,0,0,0
EMP00213,Agnes Thamrin,Product,5,Manager,2021-06-17,3.54,36493359,P,41,S2,,4.7,False,42.5,0,0,0,1
EMP00214,Umi Wibisono,Product,3,Specialist,2020-02-13,4.88,31315708,L,33,S1,EMP00254,3.3,False,58.6,0,0,0,0
EMP00215,"drg. Paulin Palastri, M.Ak",Product,2,Senior Staff,2020-09-11,4.3,26636218,P,44,S1,EMP00254,3.4,False,51.6,0,0,0,0
EMP00216,Jinawi Prasetya,Product,1,Staff,2020-11-18,4.12,16975482,L,25,S2,EMP00254,4.6,False,49.4,0,0,0,0
EMP00217,Maya Laksita,Product,3,Specialist,2019-12-30,5.0,23912800,L,44,S1,EMP00254,3.9,False,60.0,0,0,0,0
EMP00218,Harsaya Sirait,Product,2,Senior Staff,2022-07-31,2.42,20494043,L,31,S2,EMP00254,2.7,True,29.0,1,1,0,0
EMP00219,"Mustika Waskita, S.E.",Product,3,Specialist,2020-10-13,4.22,22615036,L,44,S1,EMP00254,3.0,False,50.6,0,0,0,0
EMP00220,"Dr. Dian Oktaviani, M.Pd",Product,3,Specialist,2022-09-03,2.33,19683053,L,36,S1,EMP00254,3.5,False,28.0,0,0,0,0
EMP00221,Umaya Wijaya,Product,3,Specialist,2023-11-04,1.16,20009694,P,35,S1,EMP00254,2.3,False,13.9,0,1,0,0
EMP00222,Ir. Salimah Dongoran,Product,1,Staff,2020-07-12,4.47,14882256,P,41,S2,EMP00254,1.4,False,53.6,0,1,1,0
EMP00223,Margana Aryani,Product,3,Specialist,2021-12-26,3.01,26318670,L,35,S1,EMP00254,2.0,False,36.1,0,1,0,0
EMP00224,Sakti Hariyah,Product,1,Staff,2019-10-20,5.2,24329389,P,38,S3,EMP00254,2.6,False,62.4,0,1,0,0
EMP00225,Asirwanda Rajata,Product,2,Senior Staff,2020-04-26,4.68,25521052,P,48,S2,EMP00254,3.5,False,56.2,0,0,0,0
EMP00226,Jane Prabowo,Product,1,Staff,2021-08-04,3.41,19551470,L,32,S2,EMP00254,3.7,False,40.9,0,0,0,0
EMP00227,Jane Sirait,Product,1,Staff,2019-10-16,5.21,16380901,P,34,S1,EMP00254,2.8,True,62.5,1,1,0,0
EMP00228,"dr. Estiawan Andriani, S.T.",Product,2,Senior Staff,2018-12-13,6.05,19906156,L,49,S2,EMP00254,2.4,True,72.6,1,1,0,0
EMP00229,"Puti Nadine Budiyanto, M.Pd",Product,3,Specialist,2020-11-21,4.11,21280094,P,29,S1,EMP00254,3.4,False,49.3,0,0,0,0
EMP00230,Wawan Tampubolon,Product,1,Staff,2019-12-10,5.06,18079619,L,47,S1,EMP00254,4.0,False,60.7,0,0,0,0
EMP00231,Martaka Hidayat,Product,3,Specialist,2019-01-29,5.92,24297573,L,37,S1,EMP00254,3.1,False,71.0,0,0,0,0
EMP00232,"Ir. Arta Dabukke, S.H.",Product,1,Staff,2022-12-27,2.01,14620218,P,27,S3,EMP00254,2.5,False,24.1,0,1,1,0
EMP00233,Salman Damanik,Product,2,Senior Staff,2023-01-12,1.97,23319861,P,34,D3,EMP00254,4.6,False,23.6,0,0,0,0
EMP00234,R. Halima Mahendra,Product,1,Staff,2021-09-08,3.31,17176092,P,36,S2,EMP00254,4.4,False,39.7,0,0,0,0
EMP00235,Salsabila Latupono,Product,2,Senior Staff,2021-01-05,3.99,21664158,P,46,S1,EMP00254,3.4,True,47.9,1,0,0,0
EMP00236,R.A. Nadia Rajasa,Product,1,Staff,2018-11-26,6.1,18896441,P,28,S2,EMP00254,2.7,True,73.2,1,1,0,0
EMP00237,"Tgk. Caturangga Sudiati, M.Ak",Product,2,Senior Staff,2023-01-20,1.95,26664234,L,28,S2,EMP00254,1.9,True,23.4,1,1,0,0
EMP00238,"Tina Latupono, S.E.",Product,1,Staff,2020-12-31,4.0,18398377,P,31,S1,EMP00254,3.4,False,48.0,0,0,0,0
EMP00239,Cici Prastuti,Product,2,Senior Staff,2018-08-29,6.34,21822641,P,35,S1,EMP00254,2.1,False,76.1,0,1,0,0
EMP00240,Wisnu Saragih,Product,1,Staff,2021-08-20,3.36,18144916,L,25,S2,EMP00254,3.4,False,40.3,0,0,0,0
EMP00241,Hj. Keisha Widodo,Product,4,Lead,2018-09-26,6.26,34138715,L,49,S2,,2.9,False,75.1,0,1,0,0
EMP00242,"Faizah Hutagalung, M.Farm",Product,3,Specialist,2021-06-22,3.53,27525975,P,50,S1,EMP00254,5.0,False,42.4,0,0,0,0
EMP00243,"Yance Utami, S.H.",Product,1,Staff,2023-07-16,1.46,18614984,P,51,S1,EMP00254,3.5,False,17.5,0,0,0,0
EMP00244,Mursinin Sihombing,Product,2,Senior Staff,2020-08-18,4.37,24071255,P,51,S1,EMP00254,3.2,False,52.4,0,0,0,0
EMP00245,"Hj. Rahayu Lazuardi, M.Farm",Product,2,Senior Staff,2018-11-17,6.12,17964810,L,46,D3,EMP00254,2.5,False,73.4,0,1,0,0
EMP00246,"Dt. Ganjaran Nasyidah, S.Farm",Product,1,Staff,2021-06-24,3.52,18682063,L,32,S1,EMP00254,3.3,False,42.2,0,0,0,0
EMP00247,"Hairyanto Hidayat, M.TI.",Product,1,Staff,2021-01-05,3.99,16619723,P,29,S1,EMP00254,2.5,False,47.9,0,1,0,0
EMP00248,"Ganep Budiman, S.Farm",Product,2,Senior Staff,2019-08-18,5.37,18997784,P,28,S1,EMP00254,2.9,False,64.4,0,1,0,0
EMP00249,"Dr. Cici Astuti, S.I.Kom",Product,1,Staff,2023-05-14,1.63,18715329,P,36,S1,EMP00254,4.2,False,19.6,0,0,0,0
EMP00250,"Tri Haryanti, S.E.I",Product,2,Senior Staff,2018-09-06,6.32,19329119,L,39,S1,EMP00254,3.3,False,75.8,0,0,0,0
EMP00251,Elma Nurdiyanti,Product,3,Specialist,2022-05-08,2.65,21893371,L,28,S1,EMP00254,3.0,False,31.8,0,0,0,0
EMP00252,"Emong Susanti, M.Pd",Product,1,Staff,2021-01-26,3.93,18198934,P,46,S1,EMP00254,3.4,False,47.2,0,0,0,0
EMP00253,"drg. Jaka Fujiati, M.Farm",Product,1,Staff,2018-11-09,6.14,20646903,P,43,S1,EMP00254,2.2,True,73.7,1,1,0,0
EMP00254,Janet Prasasta,Product,4,Lead,2021-08-23,3.36,33986895,P,26,D3,,2.5,False,40.3,0,1,0,0
EMP00255,"Puti Indah Hartati, S.H.",Product,1,Staff,2019-03-02,5.83,20579596,L,44,S1,EMP00254,2.7,False,70.0,0,1,0,0
EMP00256,"drg. Kairav Suryatmi, S.Sos",Product,3,Specialist,2022-07-31,2.42,34894473,L,30,S1,EMP00254,5.0,False,29.0,0,0,0,0
EMP00257,Ana Lailasari,Product,1,Staff,2020-08-03,4.41,15360488,L,42,S1,EMP00254,2.6,False,52.9,0,1,1,0
EMP00258,"dr. Elvina Laksita, S.Kom",Product,5,Manager,2022-02-19,2.86,33643210,L,35,S1,,3.6,False,34.3,0,0,0,1
EMP00259,Wirda Rajata,Product,1,Staff,2020-01-11,4.97,18577883,L,49,S1,EMP00254,2.5,False,59.6,0,1,0,0
EMP00260,Indah Riyanti,Product,1,Staff,2020-04-24,4.69,19956121,L,36,S1,EMP00254,4.2,False,56.3,0,0,0,0
EMP00261,"Ika Puspita, S.Ked",Marketing,1,Staff,2021-08-15,3.38,10986965,P,28,D3,EMP00318,3.7,False,40.6,0,0,1,0
EMP00262,Sutan Bakiadi Permadi,Marketing,2,Senior Staff,2022-10-04,2.24,12635598,L,39,S1,EMP00318,3.2,False,26.9,0,0,1,0
EMP00263,"Laila Lestari, M.Pd",Marketing,2,Senior Staff,2022-04-05,2.74,10307805,P,34,S2,EMP00318,3.8,False,32.9,0,0,1,0
EMP00264,"Sutan Muhammad Kusmawati, M.Kom.",Marketing,1,Staff,2021-12-23,3.02,11461182,P,51,S3,EMP00318,3.5,False,36.2,0,0,1,0
EMP00265,Widya Budiyanto,Marketing,3,Specialist,2023-11-15,1.13,15866914,L,51,S1,EMP00318,2.0,False,13.6,0,1,1,0
EMP00266,Emil Prasetya,Marketing,3,Specialist,2020-04-25,4.68,18773378,P,46,S2,EMP00318,4.4,False,56.2,0,0,0,0
EMP00267,Talia Prasasta,Marketing,1,Staff,2018-09-27,6.26,11705838,P,30,S1,EMP00318,3.6,False,75.1,0,0,1,0
EMP00268,Salimah Prastuti,Marketing,1,Staff,2020-04-05,4.74,10072381,P,44,S1,EMP00318,3.3,True,56.9,1,0,1,0
EMP00269,Nabila Puspasari,Marketing,2,Senior Staff,2023-08-14,1.38,11626569,L,28,S1,EMP00318,3.2,False,16.6,0,0,1,0
EMP00270,Tgk. Irwan Pudjiastuti,Marketing,3,Specialist,2019-02-10,5.89,17718859,P,30,S1,EMP00318,2.7,True,70.7,1,1,0,0
EMP00271,Kamila Hasanah,Marketing,3,Specialist,2021-02-13,3.88,14022578,P,40,D3,EMP00318,4.4,False,46.6,0,0,1,0
EMP00272,Ina Ramadan,Marketing,3,Specialist,2020-12-18,4.04,15607376,P,27,S1,EMP00318,3.6,False,48.5,0,0,1,0
EMP00273,Banawa Nababan,Marketing,1,Staff,2022-11-10,2.14,8361484,L,39,S1,EMP00318,4.0,False,25.7,0,0,1,0
EMP00274,Devi Nasyiah,Marketing,4,Lead,2019-12-18,5.04,17975137,P,23,S1,,3.4,False,60.5,0,0,0,0
EMP00275,"H. Cengkal Nababan, S.Kom",Marketing,1,Staff,2020-07-06,4.49,11933194,P,45,S1,EMP00318,4.1,False,53.9,0,0,1,0
EMP00276,"Novi Saefullah, M.Farm",Marketing,1,Staff,2022-12-16,2.04,8716714,P,23,S2,EMP00318,3.8,True,24.5,1,0,1,0
EMP00277,"Dr. Lembah Suryono, S.IP",Marketing,3,Specialist,2021-07-27,3.43,16181303,L,28,S2,EMP00318,3.9,False,41.2,0,0,1,0
EMP00278,"R.A. Ida Pradana, S.I.Kom",Marketing,3,Specialist,2020-01-23,4.94,14677201,P,51,S1,EMP00318,3.7,True,59.3,1,0,1,0
EMP00279,Gada Budiman,Marketing,1,Staff,2018-11-10,6.14,12828862,L,40,S1,EMP00318,3.0,False,73.7,0,0,1,0
EMP00280,"Patricia Mahendra, S.T.",Marketing,3,Specialist,2022-12-06,2.07,16364184,P,47,S1,EMP00318,2.7,False,24.8,0,1,0,0
EMP00281,Asmadi Puspasari,Marketing,1,Staff,2018-09-09,6.31,10353829,L,27,S2,EMP00318,2.6,False,75.7,0,1,1,0
EMP00282,Tami Mahendra,Marketing,1,Staff,2020-05-18,4.62,9937387,L,33,S1,EMP00318,2.8,False,55.4,0,1,1,0
EMP00283,"Taswir Lestari, S.IP",Marketing,2,Senior Staff,2020-06-12,4.55,10491972,L,51,S1,EMP00318,2.8,False,54.6,0,1,1,0
EMP00284,"Cut Queen Suryono, M.Kom.",Marketing,2,Senior Staff,2019-11-07,5.15,10533694,P,44,S1,EMP00318,2.8,False,61.8,0,1,1,0
EMP00285,Maida Siregar,Marketing,2,Senior Staff,2019-08-08,5.4,12592873,L,50,S1,EMP00318,3.4,False,64.8,0,0,1,0
EMP00286,Aslijan Ramadan,Marketing,3,Specialist,2022-11-29,2.09,17100686,L,42,S1,EMP00318,3.4,False,25.1,0,0,0,0
EMP00287,"Dr. Calista Haryanto, S.Sos",Marketing,2,Senior Staff,2022-06-21,2.53,17734764,L,30,D3,EMP00318,2.6,False,30.4,0,1,0,0
EMP00288,Belinda Permata,Marketing,3,Specialist,2021-06-25,3.52,16927747,L,29,S1,EMP00318,3.1,False,42.2,0,0,0,0
EMP00289,"Mahfud Habibi, S.E.I",Marketing,2,Senior Staff,2023-02-20,1.86,12255272,P,22,S2,EMP00318,2.9,True,22.3,1,1,1,0
EMP00290,Rosman Pratiwi,Marketing,3,Specialist,2022-03-03,2.83,16718911,P,22,S2,EMP00318,3.8,False,34.0,0,0,0,0
EMP00291,Chelsea Prayoga,Marketing,1,Staff,2018-08-14,6.38,9954389,L,51,S3,EMP00318,3.5,True,76.6,1,0,1,0
EMP00292,Kalim Agustina,Marketing,1,Staff,2022-11-23,2.11,13147253,P,22,S1,EMP00318,3.9,False,25.3,0,0,1,0
EMP00293,Ir. Widya Safitri,Marketing,2,Senior Staff,2023-10-27,1.18,13692200,P,25,S1,EMP00318,3.0,False,14.2,0,0,1,0
EMP00294,Prayoga Nurdiyanti,Marketing,2,Senior Staff,2018-08-06,6.4,13606790,L,51,S2,EMP00318,2.2,False,76.8,0,1,1,0
EMP00295,Mila Handayani,Marketing,1,Staff,2019-04-08,5.73,13384967,L,33,S1,EMP00318,2.9,False,68.8,0,1,1,0
EMP00296,Zelda Rahmawati,Marketing,1,Staff,2020-11-18,4.12,12773573,L,28,S1,EMP00318,2.7,False,49.4,0,1,1,0
EMP00297,Ina Purnawati,Marketing,1,Staff,2022-04-14,2.72,8944357,L,43,S2,EMP00318,2.8,False,32.6,0,1,1,0
EMP00298,Cut Rahmi Januar,Marketing,3,Specialist,2021-08-09,3.39,13730980,P,32,S1,EMP00318,4.3,False,40.7,0,0,1,0
EMP00299,"Sutan Luis Prabowo, S.T.",Marketing,1,Staff,2022-04-27,2.68,8384319,P,46,S1,EMP00318,3.1,False,32.2,0,0,1,0
EMP00300,"Bajragin Manullang, S.H.",Marketing,2,Senior Staff,2021-01-29,3.92,13127187,L,26,S2,EMP00318,3.3,False,47.0,0,0,1,0
EMP00301,Kusuma Hutagalung,Marketing,2,Senior Staff,2020-08-27,4.34,11133980,L,29,S1,EMP00318,2.0,True,52.1,1,1,1,0
EMP00302,Ade Wasita,Marketing,2,Senior Staff,2022-06-13,2.55,13861312,L,27,D3,EMP00318,2.0,False,30.6,0,1,1,0
EMP00303,Shakila Riyanti,Marketing,2,Senior Staff,2022-09-13,2.3,16029005,L,28,S1,EMP00318,4.0,False,27.6,0,0,1,0
EMP00304,Icha Firmansyah,Marketing,2,Senior Staff,2023-09-28,1.26,15111399,P,45,S2,EMP00318,3.6,False,15.1,0,0,1,0
EMP00305,Edward Suryono,Marketing,1,Staff,2019-10-19,5.2,8386922,L,31,S1,EMP00318,4.4,False,62.4,0,0,1,0
EMP00306,"Zelda Hasanah, S.Pt",Marketing,2,Senior Staff,2023-03-15,1.8,12733414,L,23,S1,EMP00318,4.5,False,21.6,0,0,1,0
EMP00307,"Daruna Saptono, M.Farm",Marketing,3,Specialist,2018-08-22,6.36,18916718,L,34,S2,EMP00318,3.3,False,76.3,0,0,0,0
EMP00308,"Rangga Napitupulu, S.Farm",Marketing,2,Senior Staff,2022-12-03,2.08,15439355,L,30,S1,EMP00318,3.9,False,25.0,0,0,1,0
EMP00309,Kenari Prasetyo,Marketing,2,Senior Staff,2021-11-25,3.1,19144541,P,37,S1,EMP00318,3.1,False,37.2,0,0,0,0
EMP00310,"Cakrawala Santoso, S.E.I",Marketing,2,Senior Staff,2020-04-23,4.69,14434947,L,51,S1,EMP00318,2.8,True,56.3,1,1,1,0
EMP00311,Asmuni Marbun,Marketing,4,Lead,2022-09-12,2.3,18977731,L,46,S1,,3.3,True,27.6,1,0,0,0
EMP00312,"T. Legawa Purnawati, S.Pd",Marketing,1,Staff,2022-07-08,2.48,12659155,L,23,S1,EMP00318,3.2,False,29.8,0,0,1,0
EMP00313,Dewi Hastuti,Marketing,1,Staff,2021-11-16,3.12,11376386,P,25,S1,EMP00318,3.9,False,37.4,0,0,1,0
EMP00314,"Ilsa Waskita, S.T.",Marketing,1,Staff,2021-04-09,3.73,9547718,P,35,D3,EMP00318,4.3,False,44.8,0,0,1,0
EMP00315,Dr. Jumadi Farida,Marketing,1,Staff,2019-01-28,5.92,9846723,L,25,S1,EMP00318,2.8,False,71.0,0,1,1,0
EMP00316,Liman Gunarto,Marketing,2,Senior Staff,2022-04-05,2.74,13857042,L,27,S1,EMP00318,3.8,True,32.9,1,0,1,0
EMP00317,Unjani Sinaga,Marketing,2,Senior Staff,2023-05-14,1.63,10398547,P,32,S1,EMP00318,2.8,False,19.6,0,1,1,0
EMP00318,Tgk. Aisyah Iswahyudi,Marketing,4,Lead,2019-05-02,5.67,20902285,L,31,S1,,3.7,True,68.0,1,0,0,0
EMP00319,Yono Wulandari,Marketing,1,Staff,2020-05-02,4.67,10706480,L,33,S1,EMP00318,3.3,False,56.0,0,0,1,0
EMP00320,"Ir. Rini Damanik, S.T.",Marketing,2,Senior Staff,2018-07-16,6.46,15055713,P,45,S2,EMP00318,3.9,False,77.5,0,0,1,0
EMP00321,Cut Vanesa Natsir,Marketing,1,Staff,2022-01-09,2.98,12384606,L,23,S1,EMP00318,4.2,False,35.8,0,0,1,0
EMP00322,Padma Yulianti,Marketing,2,Senior Staff,2023-10-04,1.24,13549203,P,25,S1,EMP00318,3.0,False,14.9,0,0,1,0
EMP00323,Indah Najmudin,Marketing,1,Staff,2021-07-06,3.49,9327308,L,44,S2,EMP00318,3.6,False,41.9,0,0,1,0
EMP00324,drg. Siska Lestari,Marketing,3,Specialist,2019-11-15,5.13,14037413,L,41,D3,EMP00318,2.4,False,61.6,0,1,1,0
EMP00325,Jarwadi Tampubolon,Marketing,2,Senior Staff,2021-04-02,3.75,12009077,P,48,S1,EMP00318,3.2,False,45.0,0,0,1,0
EMP00326,Juli Sinaga,Marketing,3,Specialist,2022-10-06,2.24,15033523,L,31,S1,EMP00318,2.4,True,26.9,1,1,1,0
EMP00327,"Bala Marpaung, S.Psi",Marketing,2,Senior Staff,2018-08-04,6.41,15215437,L,50,S1,EMP00318,1.5,False,76.9,0,1,1,0
EMP00328,Talia Lailasari,Marketing,3,Specialist,2020-11-24,4.1,17921462,L,34,S1,EMP00318,1.7,True,49.2,1,1,0,0
EMP00329,Salimah Wacana,Marketing,3,Specialist,2019-10-23,5.19,18076778,P,32,D3,EMP00318,3.1,False,62.3,0,0,0,0
EMP00330,"Drs. Ani Hasanah, S.Pt",Marketing,3,Specialist,2018-10-12,6.22,18908647,L,24,S1,EMP00318,3.3,False,74.6,0,0,0,0
EMP00331,Hafshah Sinaga,Marketing,1,Staff,2023-03-15,1.8,13239203,L,39,S1,EMP00318,3.5,False,21.6,0,0,1,0
EMP00332,Prasetyo Waskita,Marketing,3,Specialist,2023-05-28,1.6,23219093,L,42,D3,EMP00318,4.2,True,19.2,1,0,0,0
EMP00333,"Drs. Yunita Adriansyah, M.Pd",Marketing,1,Staff,2021-02-17,3.87,13100323,P,43,D3,EMP00318,4.1,False,46.4,0,0,1,0
EMP00334,Laras Habibi,Marketing,1,Staff,2022-04-19,2.7,9625272,L,22,S2,EMP00318,1.6,False,32.4,0,1,1,0
EMP00335,Karja Tarihoran,Marketing,2,Senior Staff,2019-02-20,5.86,16688054,L,36,S1,EMP00318,3.4,False,70.3,0,0,0,0
EMP00336,Dr. Sari Handayani,Marketing,3,Specialist,2023-05-23,1.61,17432047,L,48,S1,EMP00318,3.3,False,19.3,0,0,0,0
EMP00337,"Dt. Damu Santoso, M.Pd",Marketing,4,Lead,2022-06-29,2.51,22840814,L,35,S2,,3.5,False,30.1,0,0,0,0
EMP00338,Wira Suwarno,Marketing,2,Senior Staff,2022-10-11,2.22,15974439,L,40,D3,EMP00318,2.9,False,26.6,0,1,1,0
EMP00339,Tami Laksita,Marketing,2,Senior Staff,2023-04-23,1.69,20825000,L,23,S1,EMP00318,4.1,False,20.3,0,0,0,0
EMP00340,Alambana Usamah,Marketing,1,Staff,2022-01-25,2.93,10693192,L,44,S1,EMP00318,4.1,False,35.2,0,0,1,0
EMP00341,R.A. Titin Manullang,Sales,3,Specialist,2021-03-15,3.8,19847992,P,25,S2,EMP00474,3.9,False,45.6,0,0,0,0
EMP00342,Puspa Budiman,Sales,2,Senior Staff,2022-10-28,2.18,15746982,P,29,S2,EMP00474,4.3,False,26.2,0,0,1,0
EMP00343,dr. Bakiman Prasetyo,Sales,3,Specialist,2021-03-24,3.77,26315482,L,34,D3,EMP00474,4.5,False,45.2,0,0,0,0
EMP00344,"Puti Malika Lazuardi, S.E.I",Sales,1,Staff,2019-05-02,5.67,11578398,P,49,S1,EMP00474,3.2,True,68.0,1,0,1,0
EMP00345,Tina Siregar,Sales,1,Staff,2023-05-08,1.65,12076981,P,24,S1,EMP00474,3.4,False,19.8,0,0,1,0
EMP00346,H. Empluk Agustina,Sales,3,Specialist,2021-05-24,3.61,16416042,L,31,S2,EMP00474,2.3,False,43.3,0,1,0,0
EMP00347,"Dr. Nadine Prasasta, M.M.",Sales,3,Specialist,2021-11-14,3.13,14032675,L,51,D3,EMP00474,3.7,False,37.6,0,0,1,0
EMP00348,R.M. Harjo Nainggolan,Sales,1,Staff,2021-04-27,3.68,13107861,P,34,S2,EMP00474,3.1,False,44.2,0,0,1,0
EMP00349,Drs. Ulva Mansur,Sales,3,Specialist,2019-08-12,5.39,15807440,L,40,S2,EMP00474,2.1,True,64.7,1,1,1,0
EMP00350,"Puti Ika Agustina, S.Psi",Sales,1,Staff,2020-12-04,4.07,15199435,P,42,S1,EMP00474,2.2,False,48.8,0,1,1,0
EMP00351,"Dr. Emas Adriansyah, S.Pd",Sales,1,Staff,2018-09-27,6.26,13162106,L,39,S1,EMP00474,1.5,False,75.1,0,1,1,0
EMP00352,"Ifa Rahmawati, M.Farm",Sales,2,Senior Staff,2022-02-20,2.86,17780788,L,23,S1,EMP00474,5.0,False,34.3,0,0,0,0
EMP00353,"Jindra Maryadi, M.M.",Sales,3,Specialist,2018-10-28,6.18,15450238,P,25,S1,EMP00474,3.3,False,74.2,0,0,1,0
EMP00354,drg. Gangsar Sitorus,Sales,1,Staff,2018-12-09,6.06,12508004,P,40,S1,EMP00474,3.9,False,72.7,0,0,1,0
EMP00355,KH. Kenari Waluyo,Sales,3,Specialist,2018-07-28,6.43,20353913,P,38,S2,EMP00474,5.0,True,77.2,1,0,0,0
EMP00356,Janet Nainggolan,Sales,1,Staff,2021-03-28,3.76,11295814,L,46,S1,EMP00474,3.8,False,45.1,0,0,1,0
EMP00357,"Halima Pertiwi, S.Sos",Sales,1,Staff,2019-03-04,5.83,9102498,P,35,S1,EMP00474,1.9,True,70.0,1,1,1,0
EMP00358,Sabri Zulkarnain,Sales,1,Staff,2023-10-22,1.19,10684496,L,28,S1,EMP00474,3.2,False,14.3,0,0,1,0
EMP00359,Galiono Kusmawati,Sales,1,Staff,2022-05-07,2.65,12604685,P,49,S1,EMP00474,3.9,False,31.8,0,0,1,0
EMP00360,"Yessi Wibowo, S.Sos",Sales,3,Specialist,2020-08-05,4.41,17259478,P,41,S1,EMP00474,4.6,False,52.9,0,0,0,0
EMP00361,"Prima Yulianti, S.E.I",Sales,2,Senior Staff,2022-02-21,2.86,15242932,L,22,S1,EMP00474,4.1,False,34.3,0,0,1,0
EMP00362,Ani Mahendra,Sales,3,Specialist,2019-02-19,5.86,16201546,L,33,S1,EMP00474,3.7,True,70.3,1,0,0,0
EMP00363,Drs. Gamblang Januar,Sales,1,Staff,2023-05-02,1.67,11052931,L,41,S1,EMP00474,4.4,True,20.0,1,0,1,0
