employee_id,full_name,department,job_level,job_level_name,hire_date,tenure_years,monthly_salary,gender,age,education,manager_id,engagement_score,is_flight_risk_sim,avg_salary,p25_salary,p50_salary,p75_salary,n_employees,salary_position,salary_gap_to_median
EMP00247,"Hairyanto Hidayat, M.TI.",Product,1,Staff,2021-01-05,3.99,16619723,P,29,S1,EMP00254,2.5,False,18385427.56521739,17058813.0,18398377.0,19223955.5,23,below_p25,-0.09667450558274787
EMP00248,"Ganep Budiman, S.Farm",Product,2,Senior Staff,2019-08-18,5.37,18997784,P,28,S1,EMP00254,2.9,False,21933124.066666666,19617637.5,21664158.0,23964332.5,15,below_p25,-0.1230776658848223
EMP00249,"Dr. Cici Astuti, S.I.Kom",Product,1,Staff,2023-05-14,1.63,18715329,P,36,S1,EMP00254,4.2,False,18385427.56521739,17058813.0,18398377.0,19223955.5,23,p50_to_p75,0.017227171722810117
EMP00250,"Tri Haryanti, S.E.I",Product,2,Senior Staff,2018-09-06,6.32,19329119,L,39,S1,EMP00254,3.3,False,21933124.066666666,19617637.5,21664158.0,23964332.5,15,below_p25,-0.10778351044153205
EMP00251,Elma Nurdiyanti,Product,3,Specialist,2022-05-08,2.65,21893371,L,28,S1,EMP00254,3.0,False,24997261.125,21740051.75,24105186.5,27104796.75,16,p25_to_p50,-0.09175683000834696
EMP00252,"Emong Susanti, M.Pd",Product,1,Staff,2021-01-26,3.93,18198934,P,46,S1,EMP00254,3.4,False,18385427.56521739,17058813.0,18398377.0,19223955.5,23,p25_to_p50,-0.010840249658978071
EMP00253,"drg. Jaka Fujiati, M.Farm",Product,1,Staff,2018-11-09,6.14,20646903,P,43,S1,EMP00254,2.2,True,18385427.56521739,17058813.0,18398377.0,19223955.5,23,above_p75,0.12221328000833986
EMP00254,Janet Prasasta,Product,4,Lead,2021-08-23,3.36,33986895,P,26,D3,,2.5,False,33426444.5,32420237.25,34062805.0,35069012.25,4,p25_to_p50,-0.0022285305041672286
EMP00255,"Puti Indah Hartati, S.H.",Product,1,Staff,2019-03-02,5.83,20579596,L,44,S1,EMP00254,2.7,False,18385427.56521739,17058813.0,18398377.0,19223955.5,23,above_p75,0.11855496819094423
EMP00256,"drg. Kairav Suryatmi, S.Sos",Product,3,Specialist,2022-07-31,2.42,34894473,L,30,S1,EMP00254,5.0,False,24997261.125,21740051.75,24105186.5,27104796.75,16,above_p75,0.4475919113921811
EMP00257,Ana Lailasari,Product,1,Staff,2020-08-03,4.41,15360488,L,42,S1,EMP00254,2.6,False,18385427.56521739,17058813.0,18398377.0,19223955.5,23,below_p25,-0.1651172274597917
EMP00258,"dr. Elvina Laksita, S.Kom",Product,5,Manager,2022-02-19,2.86,33643210,L,35,S1,,3.6,False,35068284.5,34355747.25,35068284.5,35780821.75,2,below_p25,-0.0406371318220599
EMP00259,Wirda Rajata,Product,1,Staff,2020-01-11,4.97,18577883,L,49,S1,EMP00254,2.5,False,18385427.56521739,17058813.0,18398377.0,19223955.5,23,p50_to_p75,0.009756621467208765
EMP00260,Indah Riyanti,Product,1,Staff,2020-04-24,4.69,19956121,L,36,S1,EMP00254,4.2,False,18385427.56521739,17058813.0,18398377.0,19223955.5,23,above_p75,0.0846674682228764
EMP00261,"Ika Puspita, S.Ked",Marketing,1,Staff,2021-08-15,3.38,10986965,P,28,D3,EMP00318,3.7,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p50_to_p75,0.026834897282537788
EMP00262,Sutan Bakiadi Permadi,Marketing,2,Senior Staff,2022-10-04,2.24,12635598,L,39,S1,EMP00318,3.2,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p25_to_p50,-0.07428091661999217
EMP00263,"Laila Lestari, M.Pd",Marketing,2,Senior Staff,2022-04-05,2.74,10307805,P,34,S2,EMP00318,3.8,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,below_p25,-0.24482151171160546
EMP00264,"Sutan Muhammad Kusmawati, M.Kom.",Marketing,1,Staff,2021-12-23,3.02,11461182,P,51,S3,EMP00318,3.5,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p50_to_p75,0.07115492237451117
EMP00265,Widya Budiyanto,Marketing,3,Specialist,2023-11-15,1.13,15866914,L,51,S1,EMP00318,2.0,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p25_to_p50,-0.05685051989413035
EMP00266,Emil Prasetya,Marketing,3,Specialist,2020-04-25,4.68,18773378,P,46,S2,EMP00318,4.4,False,16861789.9,15463912.75,16823329.0,17960291.0,20,above_p75,0.11591338432482655
EMP00267,Talia Prasasta,Marketing,1,Staff,2018-09-27,6.26,11705838,P,30,S1,EMP00318,3.6,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p50_to_p75,0.09402031956377649
EMP00268,Salimah Prastuti,Marketing,1,Staff,2020-04-05,4.74,10072381,P,44,S1,EMP00318,3.3,True,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p25_to_p50,-0.05864155301071904
EMP00269,Nabila Puspasari,Marketing,2,Senior Staff,2023-08-14,1.38,11626569,L,28,S1,EMP00318,3.2,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,below_p25,-0.14820519000886112
EMP00270,Tgk. Irwan Pudjiastuti,Marketing,3,Specialist,2019-02-10,5.89,17718859,P,30,S1,EMP00318,2.7,True,16861789.9,15463912.75,16823329.0,17960291.0,20,p50_to_p75,0.05323143831996628
EMP00271,Kamila Hasanah,Marketing,3,Specialist,2021-02-13,3.88,14022578,P,40,D3,EMP00318,4.4,False,16861789.9,15463912.75,16823329.0,17960291.0,20,below_p25,-0.16648018950351623
EMP00272,Ina Ramadan,Marketing,3,Specialist,2020-12-18,4.04,15607376,P,27,S1,EMP00318,3.6,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p25_to_p50,-0.07227778758888921
EMP00273,Banawa Nababan,Marketing,1,Staff,2022-11-10,2.14,8361484,L,39,S1,EMP00318,4.0,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,below_p25,-0.2185409196926009
EMP00274,Devi Nasyiah,Marketing,4,Lead,2019-12-18,5.04,17975137,P,23,S1,,3.4,False,20173991.75,18727082.5,19940008.0,21386917.25,4,below_p25,-0.09853912796825358
EMP00275,"H. Cengkal Nababan, S.Kom",Marketing,1,Staff,2020-07-06,4.49,11933194,P,45,S1,EMP00318,4.1,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p50_to_p75,0.11526886954155185
EMP00276,"Novi Saefullah, M.Farm",Marketing,1,Staff,2022-12-16,2.04,8716714,P,23,S2,EMP00318,3.8,True,10851427.92857143,9605883.5,10699836.0,12453243.25,28,below_p25,-0.18534134541875222
EMP00277,"Dr. Lembah Suryono, S.IP",Marketing,3,Specialist,2021-07-27,3.43,16181303,L,28,S2,EMP00318,3.9,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p25_to_p50,-0.0381628392335429
EMP00278,"R.A. Ida Pradana, S.I.Kom",Marketing,3,Specialist,2020-01-23,4.94,14677201,P,51,S1,EMP00318,3.7,True,16861789.9,15463912.75,16823329.0,17960291.0,20,below_p25,-0.12756856862277377
EMP00279,Gada Budiman,Marketing,1,Staff,2018-11-10,6.14,12828862,L,40,S1,EMP00318,3.0,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,above_p75,0.1989774422710778
EMP00280,"Patricia Mahendra, S.T.",Marketing,3,Specialist,2022-12-06,2.07,16364184,P,47,S1,EMP00318,2.7,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p25_to_p50,-0.02729216078458669
EMP00281,Asmadi Puspasari,Marketing,1,Staff,2018-09-09,6.31,10353829,L,27,S2,EMP00318,2.6,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p25_to_p50,-0.032337598445434115
EMP00282,Tami Mahendra,Marketing,1,Staff,2020-05-18,4.62,9937387,L,33,S1,EMP00318,2.8,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p25_to_p50,-0.0712580080666657
EMP00283,"Taswir Lestari, S.IP",Marketing,2,Senior Staff,2020-06-12,4.55,10491972,L,51,S1,EMP00318,2.8,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,below_p25,-0.23132892462321866
EMP00284,"Cut Queen Suryono, M.Kom.",Marketing,2,Senior Staff,2019-11-07,5.15,10533694,P,44,S1,EMP00318,2.8,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,below_p25,-0.22827225476107357
EMP00285,Maida Siregar,Marketing,2,Senior Staff,2019-08-08,5.4,12592873,L,50,S1,EMP00318,3.4,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p25_to_p50,-0.0774110690542031
EMP00286,Aslijan Ramadan,Marketing,3,Specialist,2022-11-29,2.09,17100686,L,42,S1,EMP00318,3.4,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p50_to_p75,0.01648645164105154
EMP00287,"Dr. Calista Haryanto, S.Sos",Marketing,2,Senior Staff,2022-06-21,2.53,17734764,L,30,D3,EMP00318,2.6,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,above_p75,0.29929817916340495
EMP00288,Belinda Permata,Marketing,3,Specialist,2021-06-25,3.52,16927747,L,29,S1,EMP00318,3.1,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p50_to_p75,0.006206738273976571
EMP00289,"Mahfud Habibi, S.E.I",Marketing,2,Senior Staff,2023-02-20,1.86,12255272,P,22,S2,EMP00318,2.9,True,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p25_to_p50,-0.10214465809907253
EMP00290,Rosman Pratiwi,Marketing,3,Specialist,2022-03-03,2.83,16718911,P,22,S2,EMP00318,3.8,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p25_to_p50,-0.006206738273976571
EMP00291,Chelsea Prayoga,Marketing,1,Staff,2018-08-14,6.38,9954389,L,51,S3,EMP00318,3.5,True,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p25_to_p50,-0.06966901174933895
EMP00292,Kalim Agustina,Marketing,1,Staff,2022-11-23,2.11,13147253,P,22,S1,EMP00318,3.9,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,above_p75,0.2287340665782167
EMP00293,Ir. Widya Safitri,Marketing,2,Senior Staff,2023-10-27,1.18,13692200,P,25,S1,EMP00318,3.0,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p50_to_p75,0.003128687178536642
EMP00294,Prayoga Nurdiyanti,Marketing,2,Senior Staff,2018-08-06,6.4,13606790,L,51,S2,EMP00318,2.2,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p25_to_p50,-0.003128687178536642
EMP00295,Mila Handayani,Marketing,1,Staff,2019-04-08,5.73,13384967,L,33,S1,EMP00318,2.9,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,above_p75,0.25095066877660555
EMP00296,Zelda Rahmawati,Marketing,1,Staff,2020-11-18,4.12,12773573,L,28,S1,EMP00318,2.7,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,above_p75,0.19381016681003335
EMP00297,Ina Purnawati,Marketing,1,Staff,2022-04-14,2.72,8944357,L,43,S2,EMP00318,2.8,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,below_p25,-0.16406597259995387
EMP00298,Cut Rahmi Januar,Marketing,3,Specialist,2021-08-09,3.39,13730980,P,32,S1,EMP00318,4.3,False,16861789.9,15463912.75,16823329.0,17960291.0,20,below_p25,-0.18381314423560283
EMP00299,"Sutan Luis Prabowo, S.T.",Marketing,1,Staff,2022-04-27,2.68,8384319,P,46,S1,EMP00318,3.1,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,below_p25,-0.2164067748328105
EMP00300,"Bajragin Manullang, S.H.",Marketing,2,Senior Staff,2021-01-29,3.92,13127187,L,26,S2,EMP00318,3.3,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p25_to_p50,-0.03826573803646215
EMP00301,Kusuma Hutagalung,Marketing,2,Senior Staff,2020-08-27,4.34,11133980,L,29,S1,EMP00318,2.0,True,13930899.607142856,12193723.25,13649495.0,15271416.5,28,below_p25,-0.18429363137610585
EMP00302,Ade Wasita,Marketing,2,Senior Staff,2022-06-13,2.55,13861312,L,27,D3,EMP00318,2.0,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p50_to_p75,0.015518303058098487
EMP00303,Shakila Riyanti,Marketing,2,Senior Staff,2022-09-13,2.3,16029005,L,28,S1,EMP00318,4.0,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,above_p75,0.17432952647698688
EMP00304,Icha Firmansyah,Marketing,2,Senior Staff,2023-09-28,1.26,15111399,P,45,S2,EMP00318,3.6,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p50_to_p75,0.10710315656366774
EMP00305,Edward Suryono,Marketing,1,Staff,2019-10-19,5.2,8386922,L,31,S1,EMP00318,4.4,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,below_p25,-0.21616350007607593
EMP00306,"Zelda Hasanah, S.Pt",Marketing,2,Senior Staff,2023-03-15,1.8,12733414,L,23,S1,EMP00318,4.5,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p25_to_p50,-0.0671146441681542
EMP00307,"Daruna Saptono, M.Farm",Marketing,3,Specialist,2018-08-22,6.36,18916718,L,34,S2,EMP00318,3.3,False,16861789.9,15463912.75,16823329.0,17960291.0,20,above_p75,0.12443369561398936
EMP00308,"Rangga Napitupulu, S.Farm",Marketing,2,Senior Staff,2022-12-03,2.08,15439355,L,30,S1,EMP00318,3.9,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,above_p75,0.1311301260596088
EMP00309,Kenari Prasetyo,Marketing,2,Senior Staff,2021-11-25,3.1,19144541,P,37,S1,EMP00318,3.1,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,above_p75,0.40258236660037605
EMP00310,"Cakrawala Santoso, S.E.I",Marketing,2,Senior Staff,2020-04-23,4.69,14434947,L,51,S1,EMP00318,2.8,True,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p50_to_p75,0.057544399994285504
EMP00311,Asmuni Marbun,Marketing,4,Lead,2022-09-12,2.3,18977731,L,46,S1,,3.3,True,20173991.75,18727082.5,19940008.0,21386917.25,4,p25_to_p50,-0.04825860651610571
EMP00312,"T. Legawa Purnawati, S.Pd",Marketing,1,Staff,2022-07-08,2.48,12659155,L,23,S1,EMP00318,3.2,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,above_p75,0.1831167318826195
EMP00313,Dewi Hastuti,Marketing,1,Staff,2021-11-16,3.12,11376386,P,25,S1,EMP00318,3.9,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p50_to_p75,0.06322994109442426
EMP00314,"Ilsa Waskita, S.T.",Marketing,1,Staff,2021-04-09,3.73,9547718,P,35,D3,EMP00318,4.3,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,below_p25,-0.10767622980389606
EMP00315,Dr. Jumadi Farida,Marketing,1,Staff,2019-01-28,5.92,9846723,L,25,S1,EMP00318,2.8,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p25_to_p50,-0.07973140896738978
EMP00316,Liman Gunarto,Marketing,2,Senior Staff,2022-04-05,2.74,13857042,L,27,S1,EMP00318,3.8,True,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p50_to_p75,0.01520547097163668
EMP00317,Unjani Sinaga,Marketing,2,Senior Staff,2023-05-14,1.63,10398547,P,32,S1,EMP00318,2.8,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,below_p25,-0.23817350019176534
EMP00318,Tgk. Aisyah Iswahyudi,Marketing,4,Lead,2019-05-02,5.67,20902285,L,31,S1,,3.7,True,20173991.75,18727082.5,19940008.0,21386917.25,4,p50_to_p75,0.04825860651610571
EMP00319,Yono Wulandari,Marketing,1,Staff,2020-05-02,4.67,10706480,L,33,S1,EMP00318,3.3,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p50_to_p75,0.0006209440967132581
EMP00320,"Ir. Rini Damanik, S.T.",Marketing,2,Senior Staff,2018-07-16,6.46,15055713,P,45,S2,EMP00318,3.9,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p50_to_p75,0.10302344518973046
EMP00321,Cut Vanesa Natsir,Marketing,1,Staff,2022-01-09,2.98,12384606,L,23,S1,EMP00318,4.2,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p50_to_p75,0.15745755355502644
EMP00322,Padma Yulianti,Marketing,2,Senior Staff,2023-10-04,1.24,13549203,P,25,S1,EMP00318,3.0,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p25_to_p50,-0.0073476711043155805
EMP00323,Indah Najmudin,Marketing,1,Staff,2021-07-06,3.49,9327308,L,44,S2,EMP00318,3.6,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,below_p25,-0.12827561095328938
EMP00324,drg. Siska Lestari,Marketing,3,Specialist,2019-11-15,5.13,14037413,L,41,D3,EMP00318,2.4,False,16861789.9,15463912.75,16823329.0,17960291.0,20,below_p25,-0.16559837829956248
EMP00325,Jarwadi Tampubolon,Marketing,2,Senior Staff,2021-04-02,3.75,12009077,P,48,S1,EMP00318,3.2,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,below_p25,-0.12018158913571528
EMP00326,Juli Sinaga,Marketing,3,Specialist,2022-10-06,2.24,15033523,L,31,S1,EMP00318,2.4,True,16861789.9,15463912.75,16823329.0,17960291.0,20,below_p25,-0.10638833729043758
EMP00327,"Bala Marpaung, S.Psi",Marketing,2,Senior Staff,2018-08-04,6.41,15215437,L,50,S1,EMP00318,1.5,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,p50_to_p75,0.11472527005577862
EMP00328,Talia Lailasari,Marketing,3,Specialist,2020-11-24,4.1,17921462,L,34,S1,EMP00318,1.7,True,16861789.9,15463912.75,16823329.0,17960291.0,20,p50_to_p75,0.06527441744734351
EMP00329,Salimah Wacana,Marketing,3,Specialist,2019-10-23,5.19,18076778,P,32,D3,EMP00318,3.1,False,16861789.9,15463912.75,16823329.0,17960291.0,20,above_p75,0.07450659735656362
EMP00330,"Drs. Ani Hasanah, S.Pt",Marketing,3,Specialist,2018-10-12,6.22,18908647,L,24,S1,EMP00318,3.3,False,16861789.9,15463912.75,16823329.0,17960291.0,20,above_p75,0.12395394514367519
EMP00331,Hafshah Sinaga,Marketing,1,Staff,2023-03-15,1.8,13239203,L,39,S1,EMP00318,3.5,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,above_p75,0.2373276562369741
EMP00332,Prasetyo Waskita,Marketing,3,Specialist,2023-05-28,1.6,23219093,L,42,D3,EMP00318,4.2,True,16861789.9,15463912.75,16823329.0,17960291.0,20,above_p75,0.3801723190457727
EMP00333,"Drs. Yunita Adriansyah, M.Pd",Marketing,1,Staff,2021-02-17,3.87,13100323,P,43,D3,EMP00318,4.1,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,above_p75,0.22434801804438873
EMP00334,Laras Habibi,Marketing,1,Staff,2022-04-19,2.7,9625272,L,22,S2,EMP00318,1.6,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p25_to_p50,-0.10042808132760166
EMP00335,Karja Tarihoran,Marketing,2,Senior Staff,2019-02-20,5.86,16688054,L,36,S1,EMP00318,3.4,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,above_p75,0.22261329082138204
EMP00336,Dr. Sari Handayani,Marketing,3,Specialist,2023-05-23,1.61,17432047,L,48,S1,EMP00318,3.3,False,16861789.9,15463912.75,16823329.0,17960291.0,20,p50_to_p75,0.03618296949432541
EMP00337,"Dt. Damu Santoso, M.Pd",Marketing,4,Lead,2022-06-29,2.51,22840814,L,35,S2,,3.5,False,20173991.75,18727082.5,19940008.0,21386917.25,4,above_p75,0.1454766718248057
EMP00338,Wira Suwarno,Marketing,2,Senior Staff,2022-10-11,2.22,15974439,L,40,D3,EMP00318,2.9,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,above_p75,0.17033186942081008
EMP00339,Tami Laksita,Marketing,2,Senior Staff,2023-04-23,1.69,20825000,L,23,S1,EMP00318,4.1,False,13930899.607142856,12193723.25,13649495.0,15271416.5,28,above_p75,0.525697470858812
EMP00340,Alambana Usamah,Marketing,1,Staff,2022-01-25,2.93,10693192,L,44,S1,EMP00318,4.1,False,10851427.92857143,9605883.5,10699836.0,12453243.25,28,p25_to_p50,-0.0006209440967132581
EMP00341,R.A. Titin Manullang,Sales,3,Specialist,2021-03-15,3.8,19847992,P,25,S2,EMP00474,3.9,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,p50_to_p75,0.08393057260233852
EMP00342,Puspa Budiman,Sales,2,Senior Staff,2022-10-28,2.18,15746982,P,29,S2,EMP00474,4.3,False,15467428.795454545,13816553.5,15645516.5,16953434.25,44,p50_to_p75,0.006485276468820956
EMP00343,dr. Bakiman Prasetyo,Sales,3,Specialist,2021-03-24,3.77,26315482,L,34,D3,EMP00474,4.5,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,above_p75,0.4371305405890194
EMP00344,"Puti Malika Lazuardi, S.E.I",Sales,1,Staff,2019-05-02,5.67,11578398,P,49,S1,EMP00474,3.2,True,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p25_to_p50,-0.0324990756079575
EMP00345,Tina Siregar,Sales,1,Staff,2023-05-08,1.65,12076981,P,24,S1,EMP00474,3.4,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p50_to_p75,0.009162949949132325
EMP00346,H. Empluk Agustina,Sales,3,Specialist,2021-05-24,3.61,16416042,L,31,S2,EMP00474,2.3,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,p25_to_p50,-0.10349370329633152
EMP00347,"Dr. Nadine Prasasta, M.M.",Sales,3,Specialist,2021-11-14,3.13,14032675,L,51,D3,EMP00474,3.7,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,below_p25,-0.23365318527473608
EMP00348,R.M. Harjo Nainggolan,Sales,1,Staff,2021-04-27,3.68,13107861,P,34,S2,EMP00474,3.1,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p50_to_p75,0.0953041719849674
EMP00349,Drs. Ulva Mansur,Sales,3,Specialist,2019-08-12,5.39,15807440,L,40,S2,EMP00474,2.1,True,18625809.173913043,16276425.75,18311128.5,20474909.0,46,below_p25,-0.1367304314422784
EMP00350,"Puti Ika Agustina, S.Psi",Sales,1,Staff,2020-12-04,4.07,15199435,P,42,S1,EMP00474,2.2,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,above_p75,0.27007789961415773
EMP00351,"Dr. Emas Adriansyah, S.Pd",Sales,1,Staff,2018-09-27,6.26,13162106,L,39,S1,EMP00474,1.5,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p50_to_p75,0.09983693097663847
EMP00352,"Ifa Rahmawati, M.Farm",Sales,2,Senior Staff,2022-02-20,2.86,17780788,L,23,S1,EMP00474,5.0,False,15467428.795454545,13816553.5,15645516.5,16953434.25,44,above_p75,0.1364781725167079
EMP00353,"Jindra Maryadi, M.M.",Sales,3,Specialist,2018-10-28,6.18,15450238,P,25,S1,EMP00474,3.3,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,below_p25,-0.15623780369407597
EMP00354,drg. Gangsar Sitorus,Sales,1,Staff,2018-12-09,6.06,12508004,P,40,S1,EMP00474,3.9,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p50_to_p75,0.045179603629048264
EMP00355,KH. Kenari Waluyo,Sales,3,Specialist,2018-07-28,6.43,20353913,P,38,S2,EMP00474,5.0,True,18625809.173913043,16276425.75,18311128.5,20474909.0,46,p50_to_p75,0.11155972718994353
EMP00356,Janet Nainggolan,Sales,1,Staff,2021-03-28,3.76,11295814,L,46,S1,EMP00474,3.8,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p25_to_p50,-0.05611203840457245
EMP00357,"Halima Pertiwi, S.Sos",Sales,1,Staff,2019-03-04,5.83,9102498,P,35,S1,EMP00474,1.9,True,12282231.104166666,10825191.5,11967325.0,13271710.0,48,below_p25,-0.23938741531628832
EMP00358,Sabri Zulkarnain,Sales,1,Staff,2023-10-22,1.19,10684496,L,28,S1,EMP00474,3.2,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,below_p25,-0.10719429780673626
EMP00359,Galiono Kusmawati,Sales,1,Staff,2022-05-07,2.65,12604685,P,49,S1,EMP00474,3.9,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p50_to_p75,0.053258351385961356
EMP00360,"Yessi Wibowo, S.Sos",Sales,3,Specialist,2020-08-05,4.41,17259478,P,41,S1,EMP00474,4.6,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,p25_to_p50,-0.057432314999045525
EMP00361,"Prima Yulianti, S.E.I",Sales,2,Senior Staff,2022-02-21,2.86,15242932,L,22,S1,EMP00474,4.1,False,15467428.795454545,13816553.5,15645516.5,16953434.25,44,p25_to_p50,-0.025731620940734043
EMP00362,Ani Mahendra,Sales,3,Specialist,2019-02-19,5.86,16201546,L,33,S1,EMP00474,3.7,True,18625809.173913043,16276425.75,18311128.5,20474909.0,46,below_p25,-0.1152076727548496
EMP00363,Drs. Gamblang Januar,Sales,1,Staff,2023-05-02,1.67,11052931,L,41,S1,EMP00474,4.4,True,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p25_to_p50,-0.07640755139515305
EMP00364,"Dr. Cinthia Novitasari, M.M.",Sales,3,Specialist,2019-03-19,5.79,20661773,P,22,S1,EMP00474,4.3,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,above_p75,0.12837245394242086
EMP00365,Najam Megantara,Sales,4,Lead,2021-05-08,3.65,21692208,L,23,S2,,4.0,True,21123158.0,19150594.5,20510564.5,21706314.75,10,p50_to_p75,0.057611456769022615
EMP00366,Safina Mangunsong,Sales,3,Specialist,2021-05-10,3.64,13924512,L,46,S2,EMP00474,3.3,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,below_p25,-0.23956013961673633
EMP00367,Jarwadi Saptono,Sales,1,Staff,2021-11-12,3.13,15940515,L,22,S1,EMP00474,4.0,True,12282231.104166666,10825191.5,11967325.0,13271710.0,48,above_p75,0.332003183668865
EMP00368,Sarah Widodo,Sales,3,Specialist,2022-10-25,2.18,19525104,P,26,S1,EMP00474,3.7,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,p50_to_p75,0.0662971427457352
EMP00369,"Bajragin Sitompul, M.Pd",Sales,1,Staff,2019-07-05,5.49,9408540,P,30,S1,EMP00474,3.7,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,below_p25,-0.21381428180483106
EMP00370,Jamalia Utami,Sales,3,Specialist,2019-05-30,5.59,17877412,P,42,S1,EMP00474,2.9,True,18625809.173913043,16276425.75,18311128.5,20474909.0,46,p25_to_p50,-0.023685951414736672
EMP00371,"Vanya Laksita, M.Pd",Sales,1,Staff,2019-09-05,5.32,11806752,P,41,S1,EMP00474,3.0,False,12282231.104166666,10825191.5,11967325.0,13271710.0,48,p25_to_p50,-0.01341761839007464
EMP00372,Lasmanto Hidayat,Sales,3,Specialist,2023-03-11,1.81,22323114,P,36,S2,EMP00474,4.5,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,above_p75,0.21910094181251583
EMP00373,Laswi Suwarno,Sales,3,Specialist,2022-01-10,2.97,15629202,L,28,S1,EMP00474,3.6,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,below_p25,-0.14646429355787657
EMP00374,Pangeran Iswahyudi,Sales,3,Specialist,2020-04-23,4.69,22452090,L,29,S1,EMP00474,3.5,False,18625809.173913043,16276425.75,18311128.5,20474909.0,46,above_p75,0.22614452735668367
