employee_id,full_name,department,job_level,job_level_name,hire_date,tenure_years,monthly_salary,gender,age,education,manager_id,engagement_score,is_flight_risk_sim,flight_risk_score,salary_increase_needed,retention_bonus_estimated,total_retention_cost,replacement_cost,net_savings_if_retained
EMP00785,"dr. Vera Maulana, S.Pd",Customer Success,2,Senior Staff,2021-11-21,3.11,14866216,P,44,S1,EMP00846,2.4,True,0.939202971600772,1486621.6,2973243.2,20812702.400000002,89197296,68384593.6
EMP00863,Malika Wulandari,IT Infrastructure,3,Specialist,2021-02-10,3.89,14833926,L,36,S1,EMP00925,4.0,True,0.9768730647454577,1483392.6,2966785.2,20767496.400000002,89003556,68236059.6
EMP00138,"dr. Restu Puspasari, S.E.I",Engineering,1,Staff,2021-11-28,3.09,14803574,P,38,S1,EMP00155,4.1,True,0.9505676518631012,1480357.4000000001,2960714.8000000003,20725003.6,88821444,68096440.4
EMP00278,"R.A. Ida Pradana, S.I.Kom",Marketing,3,Specialist,2020-01-23,4.94,14677201,P,51,S1,EMP00318,3.7,True,0.8997868475304827,1467720.1,2935440.2,20548081.400000002,88063206,67515124.6
EMP00965,Rahmi Susanti,Research,1,Staff,2020-07-04,4.49,14637917,P,30,S1,EMP00942,3.4,True,0.9402578178460962,1463791.7000000002,2927583.4000000004,20493083.800000004,87827502,67334418.19999999
EMP00941,Hardi Waskita,Research,2,Senior Staff,2019-11-18,5.12,14583655,P,32,S1,EMP00942,2.9,True,0.9857397316166108,1458365.5,2916731.0,20417117.0,87501930,67084813.0
EMP00702,T. Budi Utami,Data & Analytics,1,Staff,2022-05-21,2.61,14441240,P,44,S1,EMP00728,2.9,True,0.9056780701901124,1444124.0,2888248.0,20217736.0,86647440,66429704.0
EMP00310,"Cakrawala Santoso, S.E.I",Marketing,2,Senior Staff,2020-04-23,4.69,14434947,L,51,S1,EMP00318,2.8,True,0.925158848635288,1443494.7000000002,2886989.4000000004,20208925.800000004,86609682,66400756.199999996
EMP00166,Mala Hidayat,Engineering,1,Staff,2023-07-27,1.43,14419611,L,47,S1,EMP00155,3.0,True,0.9583227177226952,1441961.1,2883922.2,20187455.400000002,86517666,66330210.599999994
EMP00076,Salsabila Laksita,Engineering,1,Staff,2019-10-06,5.24,14345720,L,42,S1,EMP00155,3.3,True,0.9899413657506024,1434572.0,2869144.0,20084008.0,86074320,65990312.0
EMP00515,"T. Elvin Simbolon, S.IP",Finance,1,Staff,2019-11-09,5.14,14157096,P,50,S1,EMP00523,2.8,True,0.9942141077632372,1415709.6,2831419.2,19819934.400000002,84942576,65122641.599999994
EMP00129,R.A. Tina Siregar,Engineering,2,Senior Staff,2023-06-09,1.56,14117311,L,50,S2,EMP00155,2.1,True,0.9626313512985534,1411731.1,2823462.2,19764235.400000002,84703866,64939630.599999994
EMP00819,Tgk. Bakianto Wacana,Customer Success,3,Specialist,2021-12-14,3.05,14101748,P,23,S3,EMP00846,2.2,True,0.954629435818373,1410174.8,2820349.6,19742447.200000003,84610488,64868040.8
EMP00854,Edison Wasita,Customer Success,2,Senior Staff,2019-12-20,5.03,14056801,L,25,S2,EMP00846,4.4,True,0.9758013961500994,1405680.1,2811360.2,19679521.400000002,84340806,64661284.599999994
EMP00477,Ian Kuswoyo,Sales,1,Staff,2019-04-10,5.73,13961054,L,31,S1,EMP00474,2.3,True,0.9283605381590784,1396105.4000000001,2792210.8000000003,19545475.6,83766324,64220848.4
EMP00176,Irfan Prastuti,Engineering,1,Staff,2019-02-09,5.89,13945000,P,24,S1,EMP00155,3.5,True,0.9557371739583612,1394500.0,2789000.0,19523000.0,83670000,64147000.0
EMP00478,"Ulya Wahyudin, S.E.I",Sales,2,Senior Staff,2022-02-22,2.86,13927118,P,41,S1,EMP00474,3.9,True,0.9315483858805952,1392711.8,2785423.6,19497965.200000003,83562708,64064742.8
EMP00316,Liman Gunarto,Marketing,2,Senior Staff,2022-04-05,2.74,13857042,L,27,S1,EMP00318,3.8,True,0.8469486258264409,1385704.2000000002,2771408.4000000004,19399858.800000004,83142252,63742393.199999996
EMP00821,Janet Prayoga,Customer Success,3,Specialist,2018-07-14,6.47,13815986,P,35,S1,EMP00846,3.0,True,0.9990434300397246,1381598.6,2763197.2,19342380.400000002,82895916,63553535.599999994
EMP00671,Hilda Latupono,Operations,1,Staff,2020-06-24,4.52,13557201,L,29,S1,EMP00601,3.8,True,0.9425339887114068,1355720.1,2711440.2,18980081.400000002,81343206,62363124.599999994
EMP00816,"Jessica Sihombing, M.Farm",Customer Success,2,Senior Staff,2022-05-06,2.66,13418456,L,44,S1,EMP00846,5.0,True,0.9895900301867738,1341845.6,2683691.2,18785838.400000002,80510736,61724897.599999994
EMP00802,Irma Yuliarti,Customer Success,3,Specialist,2021-12-07,3.07,13291703,P,30,S1,EMP00846,4.1,True,0.9557992440088198,1329170.3,2658340.6,18608384.200000003,79750218,61141833.8
EMP00460,Aswani Kuswandari,Sales,2,Senior Staff,2020-01-19,4.95,13152887,L,31,S1,EMP00474,2.9,True,0.9882905324503052,1315288.7000000002,2630577.4000000004,18414041.800000004,78917322,60503280.199999996
EMP00462,"Maimunah Hidayanto, S.Pt",Sales,2,Senior Staff,2018-10-21,6.2,12935712,L,36,D3,EMP00474,2.1,True,0.9932733957729842,1293571.2000000002,2587142.4000000004,18109996.800000004,77614272,59504275.199999996
EMP00841,Catur Simbolon,Customer Success,3,Specialist,2022-07-28,2.43,12923548,L,23,S1,EMP00846,3.8,True,0.9678613934695586,1292354.8,2584709.6,18092967.200000003,77541288,59448320.8
EMP00859,Martani Tampubolon,Customer Success,2,Senior Staff,2022-08-23,2.36,12760975,L,46,S1,EMP00846,3.8,True,0.9998990396080416,1276097.5,2552195.0,17865365.0,76565850,58700485.0
EMP00108,Labuh Riyanti,Engineering,1,Staff,2022-08-03,2.41,12681190,L,49,S1,EMP00155,3.8,True,0.9343987764846354,1268119.0,2536238.0,17753666.0,76087140,58333474.0
EMP00676,Talia Lestari,Operations,3,Specialist,2019-12-11,5.06,12622491,L,28,D3,EMP00601,3.4,True,0.993718165440126,1262249.1,2524498.2,17671487.400000002,75734946,58063458.599999994
EMP00408,"Dr. Taufik Utama, M.TI.",Sales,1,Staff,2019-11-16,5.13,12511604,L,40,S1,EMP00474,2.3,True,0.9432989586894016,1251160.4000000001,2502320.8000000003,17516245.6,75069624,57553378.4
EMP00488,R.A. Yani Aryani,Sales,1,Staff,2021-07-18,3.46,12394252,L,22,S2,EMP00474,2.8,True,0.9601237879253108,1239425.2,2478850.4,17351952.799999997,74365512,57013559.2
EMP00662,Samsul Sudiati,Operations,2,Senior Staff,2021-10-22,3.19,12391247,L,48,S1,EMP00601,3.0,True,0.9861594619477728,1239124.7,2478249.4,17347745.799999997,74347482,56999736.2
EMP00608,Edison Halimah,Operations,1,Staff,2019-01-16,5.96,12372494,L,49,D3,EMP00601,3.9,True,0.8565175391876774,1237249.4000000001,2474498.8000000003,17321491.6,74234964,56913472.4
EMP00289,"Mahfud Habibi, S.E.I",Marketing,2,Senior Staff,2023-02-20,1.86,12255272,P,22,S2,EMP00318,2.9,True,0.93752695653874,1225527.2,2451054.4,17157380.799999997,73531632,56374251.2
EMP00587,"Najib Prakasa, M.M.",HR,2,Senior Staff,2019-10-30,5.17,12193931,L,43,S1,EMP00575,2.9,True,0.98993519511154,1219393.1,2438786.2,17071503.400000002,73163586,56092082.599999994
EMP00455,Melinda Tarihoran,Sales,1,Staff,2021-02-01,3.91,12093661,L,49,S1,EMP00474,3.0,True,0.9998256102952544,1209366.1,2418732.2,16931125.400000002,72561966,55630840.599999994
EMP00447,Enteng Maulana,Sales,1,Staff,2023-02-14,1.88,11983929,L,47,S1,EMP00474,2.3,True,0.9956899096017772,1198392.9000000001,2396785.8000000003,16777500.6,71903574,55126073.4
EMP00430,Rini Mangunsong,Sales,1,Staff,2019-05-03,5.66,11950721,L,47,S1,EMP00474,3.4,True,0.9467784469837136,1195072.1,2390144.2,16731009.400000002,71704326,54973316.599999994
EMP00069,Atma Sirait,Engineering,1,Staff,2018-09-06,6.32,11817896,L,34,S1,EMP00155,1.7,True,0.9710376158042522,1181789.6,2363579.2,16545054.400000002,70907376,54362321.599999994
EMP00649,Wani Hutasoit,Operations,1,Staff,2019-05-19,5.62,11764278,P,27,S2,EMP00601,3.9,True,0.9918438157957282,1176427.8,2352855.6,16469989.200000001,70585668,54115678.8
EMP00468,drg. Cinthia Latupono,Sales,2,Senior Staff,2023-11-13,1.13,11691060,P,50,S1,EMP00474,2.2,True,0.9768916016604277,1169106.0,2338212.0,16367484.0,70146360,53778876.0
EMP00789,Damar Nasyiah,Customer Success,1,Staff,2022-06-22,2.53,11651172,L,27,S2,EMP00846,2.8,True,0.9792850211594,1165117.2,2330234.4,16311640.799999999,69907032,53595391.2
EMP00810,Puti Juli Suryono,Customer Success,2,Senior Staff,2020-12-28,4.01,11641251,L,45,S2,EMP00846,2.8,True,0.931799991728523,1164125.1,2328250.2,16297751.400000002,69847506,53549754.599999994
EMP00344,"Puti Malika Lazuardi, S.E.I",Sales,1,Staff,2019-05-02,5.67,11578398,P,49,S1,EMP00474,3.2,True,0.9307797447233452,1157839.8,2315679.6,16209757.200000001,69470388,53260630.8
EMP00818,Hj. Latika Aryani,Customer Success,1,Staff,2020-06-12,4.55,11510790,L,32,S1,EMP00846,3.3,True,0.9326959667812048,1151079.0,2302158.0,16115106.0,69064740,52949634.0
EMP00833,"Rachel Wahyudin, S.Farm",Customer Success,3,Specialist,2021-05-15,3.63,11482111,P,26,S1,EMP00846,4.2,True,0.9466239720031376,1148211.1,2296422.2,16074955.400000002,68892666,52817710.599999994
EMP00626,Dr. Panji Mayasari,Operations,2,Senior Staff,2022-09-12,2.3,11323561,L,26,S1,EMP00601,3.7,True,0.9782105940314656,1132356.1,2264712.2,15852985.400000002,67941366,52088380.599999994
EMP00617,"Putu Oktaviani, M.M.",Operations,1,Staff,2021-07-11,3.47,11212997,P,46,S1,EMP00601,3.3,True,0.9363293566717588,1121299.7,2242599.4,15698195.799999999,67277982,51579786.2
EMP00806,Zalindra Nugroho,Customer Success,1,Staff,2019-04-07,5.74,11138174,L,27,S2,EMP00846,3.1,True,0.992006791865592,1113817.4000000001,2227634.8000000003,15593443.600000001,66829044,51235600.4
EMP00301,Kusuma Hutagalung,Marketing,2,Senior Staff,2020-08-27,4.34,11133980,L,29,S1,EMP00318,2.0,True,0.8985079460143061,1113398.0,2226796.0,15587572.0,66803880,51216308.0
EMP00363,Drs. Gamblang Januar,Sales,1,Staff,2023-05-02,1.67,11052931,L,41,S1,EMP00474,4.4,True,0.9989865988242242,1105293.1,2210586.2,15474103.400000002,66317586,50843482.599999994
EMP00960,"Usman Namaga, S.Psi",Research,1,Staff,2019-06-10,5.56,10996742,L,33,S1,EMP00942,2.5,True,0.955805677896618,1099674.2,2199348.4,15395438.799999999,65980452,50585013.2
EMP00417,"Pangestu Wulandari, S.T.",Sales,1,Staff,2018-12-07,6.07,10840400,L,42,S3,EMP00474,2.4,True,0.9663192150971408,1084040.0,2168080.0,15176560.0,65042400,49865840.0
EMP00381,dr. Karya Zulaika,Sales,1,Staff,2020-03-04,4.83,10831330,P,44,S1,EMP00474,4.4,True,0.97072543719121,1083133.0,2166266.0,15163862.0,64987980,49824118.0
EMP00564,"Liman Habibi, S.Psi",HR,2,Senior Staff,2019-01-06,5.98,10789415,L,23,S1,EMP00575,2.9,True,0.966107889852222,1078941.5,2157883.0,15105181.0,64736490,49631309.0
EMP00423,"Ridwan Hariyah, S.Pd",Sales,2,Senior Staff,2022-09-29,2.26,10727331,P,43,D3,EMP00474,3.8,True,0.9146144191204458,1072733.1,2145466.2,15018263.400000002,64363986,49345722.599999994
EMP00058,Yance Samosir,Engineering,1,Staff,2019-12-09,5.06,10607217,P,45,S1,EMP00155,3.3,True,0.998921294248062,1060721.7,2121443.4,14850103.799999999,63643302,48793198.2
EMP00787,Maimunah Yolanda,Customer Success,2,Senior Staff,2023-03-13,1.8,10424018,P,35,S2,EMP00846,4.2,True,0.9151078200743648,1042401.8,2084803.6,14593625.200000001,62544108,47950482.8
EMP00619,Drs. Anita Usamah,Operations,1,Staff,2019-02-10,5.89,10251160,L,51,S1,EMP00601,2.7,True,0.974922676102746,1025116.0,2050232.0,14351624.0,61506960,47155336.0
EMP00845,Diah Mulyani,Customer Success,2,Senior Staff,2023-06-18,1.54,10240329,L,24,S1,EMP00846,3.6,True,0.9877916420641112,1024032.9,2048065.8,14336460.600000001,61441974,47105513.4
EMP00268,Salimah Prastuti,Marketing,1,Staff,2020-04-05,4.74,10072381,P,44,S1,EMP00318,3.3,True,0.9884184594668992,1007238.1000000001,2014476.2000000002,14101333.400000002,60434286,46332952.599999994
EMP00291,Chelsea Prayoga,Marketing,1,Staff,2018-08-14,6.38,9954389,L,51,S3,EMP00318,3.5,True,0.968290979761113,995438.9,1990877.8,13936144.600000001,59726334,45790189.4
EMP00586,Hendra Utama,HR,1,Staff,2019-09-15,5.3,9742723,L,40,S2,EMP00575,3.3,True,0.9953336419194488,974272.3,1948544.6,13639812.200000001,58456338,44816525.8
EMP00782,KH. Najam Saefullah,Customer Success,1,Staff,2021-12-29,3.01,9611628,L,25,S1,EMP00846,2.8,True,0.9797648970462528,961162.8,1922325.6,13456279.200000001,57669768,44213488.8
EMP00839,Aswani Pudjiastuti,Customer Success,1,Staff,2020-11-29,4.09,9591117,L,39,D3,EMP00846,2.3,True,0.9170492563118954,959111.7000000001,1918223.4000000001,13427563.8,57546702,44119138.2
EMP00603,Harto Mardhiyah,Operations,1,Staff,2022-05-29,2.59,9501068,L,26,S1,EMP00601,4.4,True,0.8650880322205416,950106.8,1900213.6,13301495.200000001,57006408,43704912.8
EMP00620,Drs. Dimas Megantara,Operations,2,Senior Staff,2019-03-06,5.82,9296897,P,25,S1,EMP00601,2.5,True,0.986345099872618,929689.7000000001,1859379.4000000001,13015655.8,55781382,42765726.2
EMP00811,Syahrini Palastri,Customer Success,1,Staff,2022-09-16,2.29,9205316,L,51,S2,EMP00846,3.6,True,0.9600944370861092,920531.6000000001,1841063.2000000002,12887442.400000002,55231896,42344453.599999994
EMP00357,"Halima Pertiwi, S.Sos",Sales,1,Staff,2019-03-04,5.83,9102498,P,35,S1,EMP00474,1.9,True,0.9847934645106432,910249.8,1820499.6,12743497.200000001,54614988,41871490.8
EMP00804,"Kemal Pradipta, M.Pd",Customer Success,1,Staff,2022-01-08,2.98,8744654,L,41,S1,EMP00846,2.0,True,0.9884533372706876,874465.4,1748930.8,12242515.600000001,52467924,40225408.4
EMP00429,Salsabila Namaga,Sales,1,Staff,2021-10-09,3.23,8720540,L,33,S1,EMP00474,2.8,True,0.9743823159778704,872054.0,1744108.0,12208756.0,52323240,40114484.0
EMP00276,"Novi Saefullah, M.Farm",Marketing,1,Staff,2022-12-16,2.04,8716714,P,23,S2,EMP00318,3.8,True,0.9910949762564792,871671.4,1743342.8,12203399.600000001,52300284,40096884.4
EMP00646,Jessica Nashiruddin,Operations,1,Staff,2022-01-22,2.94,8672800,P,29,S3,EMP00601,2.6,True,0.9951952806094146,867280.0,1734560.0,12141920.0,52036800,39894880.0
EMP00860,Cemani Nasyiah,Customer Success,1,Staff,2018-10-08,6.23,8278521,P,48,D3,EMP00846,2.5,True,0.9974403979635406,827852.1000000001,1655704.2000000002,11589929.400000002,49671126,38081196.599999994
EMP00674,R. Eluh Rajata,Operations,1,Staff,2019-07-12,5.47,8218659,P,49,S1,EMP00601,4.3,True,0.9795187566167746,821865.9,1643731.8,11506122.600000001,49311954,37805831.4
EMP00623,Fitria Widiastuti,Operations,1,Staff,2022-06-30,2.51,7107465,P,37,S1,EMP00601,2.9,True,0.9737509625271976,710746.5,1421493.0,9950451.0,42644790,32694339.0
