employee_id,full_name,department,job_level,job_level_name,hire_date,tenure_years,monthly_salary,gender,age,education,manager_id,engagement_score,is_flight_risk_sim
EMP00217,Maya Laksita,Product,3,Specialist,2019-12-30,5.0,23912800,L,44,S1,EMP00254,3.9,False
EMP00218,Harsaya Sirait,Product,2,Senior Staff,2022-07-31,2.42,20494043,L,31,S2,EMP00254,2.7,True
EMP00219,"Mustika Waskita, S.E.",Product,3,Specialist,2020-10-13,4.22,22615036,L,44,S1,EMP00254,3.0,False
EMP00220,"Dr. Dian Oktaviani, M.Pd",Product,3,Specialist,2022-09-03,2.33,19683053,L,36,S1,EMP00254,3.5,False
EMP00221,Umaya Wijaya,Product,3,Specialist,2023-11-04,1.16,20009694,P,35,S1,EMP00254,2.3,False
EMP00222,Ir. Salimah Dongoran,Product,1,Staff,2020-07-12,4.47,14882256,P,41,S2,EMP00254,1.4,False
EMP00223,Margana Aryani,Product,3,Specialist,2021-12-26,3.01,26318670,L,35,S1,EMP00254,2.0,False
EMP00224,Sakti Hariyah,Product,1,Staff,2019-10-20,5.2,24329389,P,38,S3,EMP00254,2.6,False
EMP00225,Asirwanda Rajata,Product,2,Senior Staff,2020-04-26,4.68,25521052,P,48,S2,EMP00254,3.5,False
EMP00226,Jane Prabowo,Product,1,Staff,2021-08-04,3.41,19551470,L,32,S2,EMP00254,3.7,False
EMP00227,Jane Sirait,Product,1,Staff,2019-10-16,5.21,16380901,P,34,S1,EMP00254,2.8,True
EMP00228,"dr. Estiawan Andriani, S.T.",Product,2,Senior Staff,2018-12-13,6.05,19906156,L,49,S2,EMP00254,2.4,True
EMP00229,"Puti Nadine Budiyanto, M.Pd",Product,3,Specialist,2020-11-21,4.11,21280094,P,29,S1,EMP00254,3.4,False
EMP00230,Wawan Tampubolon,Product,1,Staff,2019-12-10,5.06,18079619,L,47,S1,EMP00254,4.0,False
EMP00231,Martaka Hidayat,Product,3,Specialist,2019-01-29,5.92,24297573,L,37,S1,EMP00254,3.1,False
EMP00232,"Ir. Arta Dabukke, S.H.",Product,1,Staff,2022-12-27,2.01,14620218,P,27,S3,EMP00254,2.5,False
EMP00233,Salman Damanik,Product,2,Senior Staff,2023-01-12,1.97,23319861,P,34,D3,EMP00254,4.6,False
EMP00234,R. Halima Mahendra,Product,1,Staff,2021-09-08,3.31,17176092,P,36,S2,EMP00254,4.4,False
EMP00235,Salsabila Latupono,Product,2,Senior Staff,2021-01-05,3.99,21664158,P,46,S1,EMP00254,3.4,True
EMP00236,R.A. Nadia Rajasa,Product,1,Staff,2018-11-26,6.1,18896441,P,28,S2,EMP00254,2.7,True
EMP00237,"Tgk. Caturangga Sudiati, M.Ak",Product,2,Senior Staff,2023-01-20,1.95,26664234,L,28,S2,EMP00254,1.9,True
EMP00238,"Tina Latupono, S.E.",Product,1,Staff,2020-12-31,4.0,18398377,P,31,S1,EMP00254,3.4,False
EMP00239,Cici Prastuti,Product,2,Senior Staff,2018-08-29,6.34,21822641,P,35,S1,EMP00254,2.1,False
EMP00240,Wisnu Saragih,Product,1,Staff,2021-08-20,3.36,18144916,L,25,S2,EMP00254,3.4,False
EMP00241,Hj. Keisha Widodo,Product,4,Lead,2018-09-26,6.26,34138715,L,49,S2,,2.9,False
EMP00242,"Faizah Hutagalung, M.Farm",Product,3,Specialist,2021-06-22,3.53,27525975,P,50,S1,EMP00254,5.0,False
EMP00243,"Yance Utami, S.H.",Product,1,Staff,2023-07-16,1.46,18614984,P,51,S1,EMP00254,3.5,False
EMP00244,Mursinin Sihombing,Product,2,Senior Staff,2020-08-18,4.37,24071255,P,51,S1,EMP00254,3.2,False
EMP00245,"Hj. Rahayu Lazuardi, M.Farm",Product,2,Senior Staff,2018-11-17,6.12,17964810,L,46,D3,EMP00254,2.5,False
EMP00246,"Dt. Ganjaran Nasyidah, S.Farm",Product,1,Staff,2021-06-24,3.52,18682063,L,32,S1,EMP00254,3.3,False
EMP00247,"Hairyanto Hidayat, M.TI.",Product,1,Staff,2021-01-05,3.99,16619723,P,29,S1,EMP00254,2.5,False
EMP00248,"Ganep Budiman, S.Farm",Product,2,Senior Staff,2019-08-18,5.37,18997784,P,28,S1,EMP00254,2.9,False
EMP00249,"Dr. Cici Astuti, S.I.Kom",Product,1,Staff,2023-05-14,1.63,18715329,P,36,S1,EMP00254,4.2,False
EMP00250,"Tri Haryanti, S.E.I",Product,2,Senior Staff,2018-09-06,6.32,19329119,L,39,S1,EMP00254,3.3,False
EMP00251,Elma Nurdiyanti,Product,3,Specialist,2022-05-08,2.65,21893371,L,28,S1,EMP00254,3.0,False
EMP00252,"Emong Susanti, M.Pd",Product,1,Staff,2021-01-26,3.93,18198934,P,46,S1,EMP00254,3.4,False
EMP00253,"drg. Jaka Fujiati, M.Farm",Product,1,Staff,2018-11-09,6.14,20646903,P,43,S1,EMP00254,2.2,True
EMP00254,Janet Prasasta,Product,4,Lead,2021-08-23,3.36,33986895,P,26,D3,,2.5,False
EMP00255,"Puti Indah Hartati, S.H.",Product,1,Staff,2019-03-02,5.83,20579596,L,44,S1,EMP00254,2.7,False
EMP00256,"drg. Kairav Suryatmi, S.Sos",Product,3,Specialist,2022-07-31,2.42,34894473,L,30,S1,EMP00254,5.0,False
EMP00257,Ana Lailasari,Product,1,Staff,2020-08-03,4.41,15360488,L,42,S1,EMP00254,2.6,False
EMP00258,"dr. Elvina Laksita, S.Kom",Product,5,Manager,2022-02-19,2.86,33643210,L,35,S1,,3.6,False
EMP00259,Wirda Rajata,Product,1,Staff,2020-01-11,4.97,18577883,L,49,S1,EMP00254,2.5,False
EMP00260,Indah Riyanti,Product,1,Staff,2020-04-24,4.69,19956121,L,36,S1,EMP00254,4.2,False
EMP00261,"Ika Puspita, S.Ked",Marketing,1,Staff,2021-08-15,3.38,10986965,P,28,D3,EMP00318,3.7,False
EMP00262,Sutan Bakiadi Permadi,Marketing,2,Senior Staff,2022-10-04,2.24,12635598,L,39,S1,EMP00318,3.2,False
EMP00263,"Laila Lestari, M.Pd",Marketing,2,Senior Staff,2022-04-05,2.74,10307805,P,34,S2,EMP00318,3.8,False
EMP00264,"Sutan Muhammad Kusmawati, M.Kom.",Marketing,1,Staff,2021-12-23,3.02,11461182,P,51,S3,EMP00318,3.5,False
EMP00265,Widya Budiyanto,Marketing,3,Specialist,2023-11-15,1.13,15866914,L,51,S1,EMP00318,2.0,False
EMP00266,Emil Prasetya,Marketing,3,Specialist,2020-04-25,4.68,18773378,P,46,S2,EMP00318,4.4,False
EMP00267,Talia Prasasta,Marketing,1,Staff,2018-09-27,6.26,11705838,P,30,S1,EMP00318,3.6,False
EMP00268,Salimah Prastuti,Marketing,1,Staff,2020-04-05,4.74,10072381,P,44,S1,EMP00318,3.3,True
EMP00269,Nabila Puspasari,Marketing,2,Senior Staff,2023-08-14,1.38,11626569,L,28,S1,EMP00318,3.2,False
EMP00270,Tgk. Irwan Pudjiastuti,Marketing,3,Specialist,2019-02-10,5.89,17718859,P,30,S1,EMP00318,2.7,True
EMP00271,Kamila Hasanah,Marketing,3,Specialist,2021-02-13,3.88,14022578,P,40,D3,EMP00318,4.4,False
EMP00272,Ina Ramadan,Marketing,3,Specialist,2020-12-18,4.04,15607376,P,27,S1,EMP00318,3.6,False
EMP00273,Banawa Nababan,Marketing,1,Staff,2022-11-10,2.14,8361484,L,39,S1,EMP00318,4.0,False
EMP00274,Devi Nasyiah,Marketing,4,Lead,2019-12-18,5.04,17975137,P,23,S1,,3.4,False
EMP00275,"H. Cengkal Nababan, S.Kom",Marketing,1,Staff,2020-07-06,4.49,11933194,P,45,S1,EMP00318,4.1,False
EMP00276,"Novi Saefullah, M.Farm",Marketing,1,Staff,2022-12-16,2.04,8716714,P,23,S2,EMP00318,3.8,True
EMP00277,"Dr. Lembah Suryono, S.IP",Marketing,3,Specialist,2021-07-27,3.43,16181303,L,28,S2,EMP00318,3.9,False
EMP00278,"R.A. Ida Pradana, S.I.Kom",Marketing,3,Specialist,2020-01-23,4.94,14677201,P,51,S1,EMP00318,3.7,True
EMP00279,Gada Budiman,Marketing,1,Staff,2018-11-10,6.14,12828862,L,40,S1,EMP00318,3.0,False
EMP00280,"Patricia Mahendra, S.T.",Marketing,3,Specialist,2022-12-06,2.07,16364184,P,47,S1,EMP00318,2.7,False
EMP00281,Asmadi Puspasari,Marketing,1,Staff,2018-09-09,6.31,10353829,L,27,S2,EMP00318,2.6,False
EMP00282,Tami Mahendra,Marketing,1,Staff,2020-05-18,4.62,9937387,L,33,S1,EMP00318,2.8,False
EMP00283,"Taswir Lestari, S.IP",Marketing,2,Senior Staff,2020-06-12,4.55,10491972,L,51,S1,EMP00318,2.8,False
EMP00284,"Cut Queen Suryono, M.Kom.",Marketing,2,Senior Staff,2019-11-07,5.15,10533694,P,44,S1,EMP00318,2.8,False
EMP00285,Maida Siregar,Marketing,2,Senior Staff,2019-08-08,5.4,12592873,L,50,S1,EMP00318,3.4,False
EMP00286,Aslijan Ramadan,Marketing,3,Specialist,2022-11-29,2.09,17100686,L,42,S1,EMP00318,3.4,False
EMP00287,"Dr. Calista Haryanto, S.Sos",Marketing,2,Senior Staff,2022-06-21,2.53,17734764,L,30,D3,EMP00318,2.6,False
EMP00288,Belinda Permata,Marketing,3,Specialist,2021-06-25,3.52,16927747,L,29,S1,EMP00318,3.1,False
EMP00289,"Mahfud Habibi, S.E.I",Marketing,2,Senior Staff,2023-02-20,1.86,12255272,P,22,S2,EMP00318,2.9,True
EMP00290,Rosman Pratiwi,Marketing,3,Specialist,2022-03-03,2.83,16718911,P,22,S2,EMP00318,3.8,False
EMP00291,Chelsea Prayoga,Marketing,1,Staff,2018-08-14,6.38,9954389,L,51,S3,EMP00318,3.5,True
EMP00292,Kalim Agustina,Marketing,1,Staff,2022-11-23,2.11,13147253,P,22,S1,EMP00318,3.9,False
EMP00293,Ir. Widya Safitri,Marketing,2,Senior Staff,2023-10-27,1.18,13692200,P,25,S1,EMP00318,3.0,False
EMP00294,Prayoga Nurdiyanti,Marketing,2,Senior Staff,2018-08-06,6.4,13606790,L,51,S2,EMP00318,2.2,False
EMP00295,Mila Handayani,Marketing,1,Staff,2019-04-08,5.73,13384967,L,33,S1,EMP00318,2.9,False
EMP00296,Zelda Rahmawati,Marketing,1,Staff,2020-11-18,4.12,12773573,L,28,S1,EMP00318,2.7,False
EMP00297,Ina Purnawati,Marketing,1,Staff,2022-04-14,2.72,8944357,L,43,S2,EMP00318,2.8,False
EMP00298,Cut Rahmi Januar,Marketing,3,Specialist,2021-08-09,3.39,13730980,P,32,S1,EMP00318,4.3,False
EMP00299,"Sutan Luis Prabowo, S.T.",Marketing,1,Staff,2022-04-27,2.68,8384319,P,46,S1,EMP00318,3.1,False
EMP00300,"Bajragin Manullang, S.H.",Marketing,2,Senior Staff,2021-01-29,3.92,13127187,L,26,S2,EMP00318,3.3,False
EMP00301,Kusuma Hutagalung,Marketing,2,Senior Staff,2020-08-27,4.34,11133980,L,29,S1,EMP00318,2.0,True
EMP00302,Ade Wasita,Marketing,2,Senior Staff,2022-06-13,2.55,13861312,L,27,D3,EMP00318,2.0,False
EMP00303,Shakila Riyanti,Marketing,2,Senior Staff,2022-09-13,2.3,16029005,L,28,S1,EMP00318,4.0,False
EMP00304,Icha Firmansyah,Marketing,2,Senior Staff,2023-09-28,1.26,15111399,P,45,S2,EMP00318,3.6,False
EMP00305,Edward Suryono,Marketing,1,Staff,2019-10-19,5.2,8386922,L,31,S1,EMP00318,4.4,False
EMP00306,"Zelda Hasanah, S.Pt",Marketing,2,Senior Staff,2023-03-15,1.8,12733414,L,23,S1,EMP00318,4.5,False
EMP00307,"Daruna Saptono, M.Farm",Marketing,3,Specialist,2018-08-22,6.36,18916718,L,34,S2,EMP00318,3.3,False
EMP00308,"Rangga Napitupulu, S.Farm",Marketing,2,Senior Staff,2022-12-03,2.08,15439355,L,30,S1,EMP00318,3.9,False
EMP00309,Kenari Prasetyo,Marketing,2,Senior Staff,2021-11-25,3.1,19144541,P,37,S1,EMP00318,3.1,False
EMP00310,"Cakrawala Santoso, S.E.I",Marketing,2,Senior Staff,2020-04-23,4.69,14434947,L,51,S1,EMP00318,2.8,True
EMP00311,Asmuni Marbun,Marketing,4,Lead,2022-09-12,2.3,18977731,L,46,S1,,3.3,True
EMP00312,"T. Legawa Purnawati, S.Pd",Marketing,1,Staff,2022-07-08,2.48,12659155,L,23,S1,EMP00318,3.2,False
EMP00313,Dewi Hastuti,Marketing,1,Staff,2021-11-16,3.12,11376386,P,25,S1,EMP00318,3.9,False
EMP00314,"Ilsa Waskita, S.T.",Marketing,1,Staff,2021-04-09,3.73,9547718,P,35,D3,EMP00318,4.3,False
EMP00315,Dr. Jumadi Farida,Marketing,1,Staff,2019-01-28,5.92,9846723,L,25,S1,EMP00318,2.8,False
EMP00316,Liman Gunarto,Marketing,2,Senior Staff,2022-04-05,2.74,13857042,L,27,S1,EMP00318,3.8,True
EMP00317,Unjani Sinaga,Marketing,2,Senior Staff,2023-05-14,1.63,10398547,P,32,S1,EMP00318,2.8,False
EMP00318,Tgk. Aisyah Iswahyudi,Marketing,4,Lead,2019-05-02,5.67,20902285,L,31,S1,,3.7,True
EMP00319,Yono Wulandari,Marketing,1,Staff,2020-05-02,4.67,10706480,L,33,S1,EMP00318,3.3,False
EMP00320,"Ir. Rini Damanik, S.T.",Marketing,2,Senior Staff,2018-07-16,6.46,15055713,P,45,S2,EMP00318,3.9,False
EMP00321,Cut Vanesa Natsir,Marketing,1,Staff,2022-01-09,2.98,12384606,L,23,S1,EMP00318,4.2,False
EMP00322,Padma Yulianti,Marketing,2,Senior Staff,2023-10-04,1.24,13549203,P,25,S1,EMP00318,3.0,False
EMP00323,Indah Najmudin,Marketing,1,Staff,2021-07-06,3.49,9327308,L,44,S2,EMP00318,3.6,False
EMP00324,drg. Siska Lestari,Marketing,3,Specialist,2019-11-15,5.13,14037413,L,41,D3,EMP00318,2.4,False
EMP00325,Jarwadi Tampubolon,Marketing,2,Senior Staff,2021-04-02,3.75,12009077,P,48,S1,EMP00318,3.2,False
EMP00326,Juli Sinaga,Marketing,3,Specialist,2022-10-06,2.24,15033523,L,31,S1,EMP00318,2.4,True
EMP00327,"Bala Marpaung, S.Psi",Marketing,2,Senior Staff,2018-08-04,6.41,15215437,L,50,S1,EMP00318,1.5,False
EMP00328,Talia Lailasari,Marketing,3,Specialist,2020-11-24,4.1,17921462,L,34,S1,EMP00318,1.7,True
EMP00329,Salimah Wacana,Marketing,3,Specialist,2019-10-23,5.19,18076778,P,32,D3,EMP00318,3.1,False
EMP00330,"Drs. Ani Hasanah, S.Pt",Marketing,3,Specialist,2018-10-12,6.22,18908647,L,24,S1,EMP00318,3.3,False
EMP00331,Hafshah Sinaga,Marketing,1,Staff,2023-03-15,1.8,13239203,L,39,S1,EMP00318,3.5,False
EMP00332,Prasetyo Waskita,Marketing,3,Specialist,2023-05-28,1.6,23219093,L,42,D3,EMP00318,4.2,True
EMP00333,"Drs. Yunita Adriansyah, M.Pd",Marketing,1,Staff,2021-02-17,3.87,13100323,P,43,D3,EMP00318,4.1,False
EMP00334,Laras Habibi,Marketing,1,Staff,2022-04-19,2.7,9625272,L,22,S2,EMP00318,1.6,False
EMP00335,Karja Tarihoran,Marketing,2,Senior Staff,2019-02-20,5.86,16688054,L,36,S1,EMP00318,3.4,False
EMP00336,Dr. Sari Handayani,Marketing,3,Specialist,2023-05-23,1.61,17432047,L,48,S1,EMP00318,3.3,False
EMP00337,"Dt. Damu Santoso, M.Pd",Marketing,4,Lead,2022-06-29,2.51,22840814,L,35,S2,,3.5,False
EMP00338,Wira Suwarno,Marketing,2,Senior Staff,2022-10-11,2.22,15974439,L,40,D3,EMP00318,2.9,False
EMP00339,Tami Laksita,Marketing,2,Senior Staff,2023-04-23,1.69,20825000,L,23,S1,EMP00318,4.1,False
EMP00340,Alambana Usamah,Marketing,1,Staff,2022-01-25,2.93,10693192,L,44,S1,EMP00318,4.1,False
EMP00341,R.A. Titin Manullang,Sales,3,Specialist,2021-03-15,3.8,19847992,P,25,S2,EMP00474,3.9,False
EMP00342,Puspa Budiman,Sales,2,Senior Staff,2022-10-28,2.18,15746982,P,29,S2,EMP00474,4.3,False
EMP00343,dr. Bakiman Prasetyo,Sales,3,Specialist,2021-03-24,3.77,26315482,L,34,D3,EMP00474,4.5,False
EMP00344,"Puti Malika Lazuardi, S.E.I",Sales,1,Staff,2019-05-02,5.67,11578398,P,49,S1,EMP00474,3.2,True
EMP00345,Tina Siregar,Sales,1,Staff,2023-05-08,1.65,12076981,P,24,S1,EMP00474,3.4,False
EMP00346,H. Empluk Agustina,Sales,3,Specialist,2021-05-24,3.61,16416042,L,31,S2,EMP00474,2.3,False
EMP00347,"Dr. Nadine Prasasta, M.M.",Sales,3,Specialist,2021-11-14,3.13,14032675,L,51,D3,EMP00474,3.7,False
EMP00348,R.M. Harjo Nainggolan,Sales,1,Staff,2021-04-27,3.68,13107861,P,34,S2,EMP00474,3.1,False
EMP00349,Drs. Ulva Mansur,Sales,3,Specialist,2019-08-12,5.39,15807440,L,40,S2,EMP00474,2.1,True
EMP00350,"Puti Ika Agustina, S.Psi",Sales,1,Staff,2020-12-04,4.07,15199435,P,42,S1,EMP00474,2.2,False
EMP00351,"Dr. Emas Adriansyah, S.Pd",Sales,1,Staff,2018-09-27,6.26,13162106,L,39,S1,EMP00474,1.5,False
EMP00352,"Ifa Rahmawati, M.Farm",Sales,2,Senior Staff,2022-02-20,2.86,17780788,L,23,S1,EMP00474,5.0,False
EMP00353,"Jindra Maryadi, M.M.",Sales,3,Specialist,2018-10-28,6.18,15450238,P,25,S1,EMP00474,3.3,False
EMP00354,drg. Gangsar Sitorus,Sales,1,Staff,2018-12-09,6.06,12508004,P,40,S1,EMP00474,3.9,False
EMP00355,KH. Kenari Waluyo,Sales,3,Specialist,2018-07-28,6.43,20353913,P,38,S2,EMP00474,5.0,True
EMP00356,Janet Nainggolan,Sales,1,Staff,2021-03-28,3.76,11295814,L,46,S1,EMP00474,3.8,False
EMP00357,"Halima Pertiwi, S.Sos",Sales,1,Staff,2019-03-04,5.83,9102498,P,35,S1,EMP00474,1.9,True
EMP00358,Sabri Zulkarnain,Sales,1,Staff,2023-10-22,1.19,10684496,L,28,S1,EMP00474,3.2,False
EMP00359,Galiono Kusmawati,Sales,1,Staff,2022-05-07,2.65,12604685,P,49,S1,EMP00474,3.9,False
EMP00360,"Yessi Wibowo, S.Sos",Sales,3,Specialist,2020-08-05,4.41,17259478,P,41,S1,EMP00474,4.6,False
EMP00361,"Prima Yulianti, S.E.I",Sales,2,Senior Staff,2022-02-21,2.86,15242932,L,22,S1,EMP00474,4.1,False
EMP00362,Ani Mahendra,Sales,3,Specialist,2019-02-19,5.86,16201546,L,33,S1,EMP00474,3.7,True
EMP00363,Drs. Gamblang Januar,Sales,1,Staff,2023-05-02,1.67,11052931,L,41,S1,EMP00474,4.4,True
EMP00364,"Dr. Cinthia Novitasari, M.M.",Sales,3,Specialist,2019-03-19,5.79,20661773,P,22,S1,EMP00474,4.3,False
EMP00365,Najam Megantara,Sales,4,Lead,2021-05-08,3.65,21692208,L,23,S2,,4.0,True
EMP00366,Safina Mangunsong,Sales,3,Specialist,2021-05-10,3.64,13924512,L,46,S2,EMP00474,3.3,False
EMP00367,Jarwadi Saptono,Sales,1,Staff,2021-11-12,3.13,15940515,L,22,S1,EMP00474,4.0,True
EMP00368,Sarah Widodo,Sales,3,Specialist,2022-10-25,2.18,19525104,P,26,S1,EMP00474,3.7,False
EMP00369,"Bajragin Sitompul, M.Pd",Sales,1,Staff,2019-07-05,5.49,9408540,P,30,S1,EMP00474,3.7,False
EMP00370,Jamalia Utami,Sales,3,Specialist,2019-05-30,5.59,17877412,P,42,S1,EMP00474,2.9,True
EMP00371,"Vanya Laksita, M.Pd",Sales,1,Staff,2019-09-05,5.32,11806752,P,41,S1,EMP00474,3.0,False
EMP00372,Lasmanto Hidayat,Sales,3,Specialist,2023-03-11,1.81,22323114,P,36,S2,EMP00474,4.5,False
EMP00373,Laswi Suwarno,Sales,3,Specialist,2022-01-10,2.97,15629202,L,28,S1,EMP00474,3.6,False
EMP00374,Pangeran Iswahyudi,Sales,3,Specialist,2020-04-23,4.69,22452090,L,29,S1,EMP00474,3.5,False
EMP00375,Cinthia Usada,Sales,4,Lead,2022-08-14,2.38,25799981,P,35,S1,,2.8,False
EMP00376,"Cinthia Handayani, S.E.",Sales,3,Specialist,2022-05-16,2.63,18224730,P,47,S2,EMP00474,4.5,False
EMP00377,"Ifa Dabukke, S.Gz",Sales,3,Specialist,2023-07-23,1.44,20031807,P,51,S1,EMP00474,2.4,False
EMP00378,Wulan Hakim,Sales,3,Specialist,2021-09-18,3.29,16590070,L,38,S1,EMP00474,4.5,False
EMP00379,Kani Wahyudin,Sales,1,Staff,2022-12-07,2.07,11651464,L,36,S1,EMP00474,4.1,False
EMP00380,Dalima Prasasta,Sales,2,Senior Staff,2020-11-11,4.14,11353529,L,35,S2,EMP00474,2.9,False
EMP00381,dr. Karya Zulaika,Sales,1,Staff,2020-03-04,4.83,10831330,P,44,S1,EMP00474,4.4,True
EMP00382,"R.M. Cawisono Natsir, S.Pt",Sales,4,Lead,2019-09-11,5.31,18578471,P,44,S1,,3.2,False
EMP00383,drg. Raina Zulaika,Sales,3,Specialist,2023-08-05,1.41,21573927,P,48,S1,EMP00474,3.3,False
EMP00384,Jamal Padmasari,Sales,2,Senior Staff,2020-04-15,4.71,12970018,P,37,S1,EMP00474,2.7,False
EMP00385,Daru Hariyah,Sales,2,Senior Staff,2022-01-07,2.98,21476336,L,27,S2,EMP00474,2.8,True
EMP00386,"Dodo Haryanti, S.T.",Sales,2,Senior Staff,2018-09-25,6.27,13737955,L,28,S2,EMP00474,3.4,False
EMP00387,"Adika Hastuti, S.Pd",Sales,1,Staff,2022-07-25,2.44,11390722,L,32,S1,EMP00474,2.5,False
EMP00388,"Kenes Manullang, S.Pt",Sales,2,Senior Staff,2021-02-16,3.87,13594817,L,48,S1,EMP00474,3.9,False
EMP00389,Jelita Rahmawati,Sales,2,Senior Staff,2019-08-11,5.39,18971106,P,27,S1,EMP00474,3.6,True
EMP00390,Suci Anggraini,Sales,3,Specialist,2022-10-09,2.23,16229887,L,44,D3,EMP00474,2.5,True
EMP00391,"Hafshah Hasanah, S.Pd",Sales,1,Staff,2018-10-26,6.18,9904429,P,28,S2,EMP00474,2.5,False
EMP00392,Harjo Laksmiwati,Sales,3,Specialist,2021-03-05,3.82,18397527,L,42,S1,EMP00474,3.7,False
EMP00393,Dasa Wibowo,Sales,3,Specialist,2023-10-11,1.22,18578434,P,24,S1,EMP00474,3.4,False
EMP00394,dr. Ratih Sihombing,Sales,2,Senior Staff,2022-04-21,2.7,16676992,P,45,S1,EMP00474,3.4,False
EMP00395,"Ida Damanik, S.Sos",Sales,2,Senior Staff,2023-05-17,1.63,17530733,L,29,S1,EMP00474,2.7,False
EMP00396,Ajeng Pratiwi,Sales,1,Staff,2019-10-24,5.19,11350934,P,42,D3,EMP00474,2.6,False
EMP00397,"Hj. Victoria Hardiansyah, M.Ak",Sales,1,Staff,2021-06-11,3.56,15549358,L,44,S1,EMP00474,3.1,False
EMP00398,"Najwa Suwarno, S.H.",Sales,5,Manager,2019-11-10,5.14,29573079,L,45,S1,,2.7,False
EMP00399,dr. Gawati Usada,Sales,3,Specialist,2020-06-20,4.53,21057980,P,31,S1,EMP00474,3.0,True
EMP00400,Lukman Ramadan,Sales,2,Senior Staff,2021-08-30,3.34,11765710,L,23,S2,EMP00474,3.5,False
EMP00401,"Perkasa Wahyuni, S.E.I",Sales,3,Specialist,2019-11-10,5.14,20515241,P,30,S1,EMP00474,2.8,False
EMP00402,"Bakti Utami, S.Gz",Sales,1,Staff,2022-08-07,2.4,9131263,L,28,S2,EMP00474,4.7,False
EMP00403,Winda Farida,Sales,2,Senior Staff,2019-10-31,5.17,14636019,L,42,S2,EMP00474,3.0,False
EMP00404,Labuh Utama,Sales,1,Staff,2021-11-12,3.13,15038034,L,34,D3,EMP00474,3.0,False
EMP00405,"Diah Iswahyudi, S.Pd",Sales,2,Senior Staff,2023-07-07,1.49,14873543,L,45,S2,EMP00474,3.1,False
EMP00406,Ulva Agustina,Sales,1,Staff,2022-06-11,2.56,14153504,L,50,S1,EMP00474,4.0,False
EMP00407,Daliono Mustofa,Sales,2,Senior Staff,2021-02-04,3.9,17348757,P,25,D3,EMP00474,4.0,False
EMP00408,"Dr. Taufik Utama, M.TI.",Sales,1,Staff,2019-11-16,5.13,12511604,L,40,S1,EMP00474,2.3,True
EMP00409,T. Radika Marbun,Sales,2,Senior Staff,2022-02-19,2.86,13842753,L,37,S1,EMP00474,2.5,False
EMP00410,Yunita Laksmiwati,Sales,2,Senior Staff,2022-02-18,2.87,16600735,L,28,S3,EMP00474,2.8,True
EMP00411,"T. Pangeran Sirait, S.IP",Sales,1,Staff,2020-11-05,4.15,17443999,L,40,S1,EMP00474,2.7,False
EMP00412,Citra Megantara,Sales,2,Senior Staff,2020-11-19,4.11,16300563,L,34,S1,EMP00474,3.5,False
EMP00413,"Sutan Satya Wastuti, S.Sos",Sales,3,Specialist,2022-04-22,2.69,20088424,L,51,S1,EMP00474,3.0,False
EMP00414,"Drs. Karimah Iswahyudi, S.Sos",Sales,3,Specialist,2023-02-05,1.9,17585983,L,42,S1,EMP00474,4.5,False
EMP00415,Eman Nasyiah,Sales,2,Senior Staff,2019-09-22,5.28,15286574,P,51,S1,EMP00474,3.0,True
EMP00416,Jaeman Uwais,Sales,6,Senior Manager,2021-09-12,3.3,22941002,L,39,S2,,2.6,True
EMP00417,"Pangestu Wulandari, S.T.",Sales,1,Staff,2018-12-07,6.07,10840400,L,42,S3,EMP00474,2.4,True
EMP00418,drg. Yuni Uyainah,Sales,1,Staff,2019-06-05,5.57,10593215,L,28,S2,EMP00474,3.5,False
EMP00419,Cici Wulandari,Sales,2,Senior Staff,2023-10-22,1.19,15698579,P,50,S1,EMP00474,3.9,True
EMP00420,Jarwi Dongoran,Sales,3,Specialist,2022-11-10,2.14,17747940,L,32,S1,EMP00474,3.0,False
EMP00421,Drs. Jane Suryatmi,Sales,1,Staff,2023-04-24,1.69,13547320,L,29,S1,EMP00474,3.1,False
EMP00422,Marsudi Haryanto,Sales,2,Senior Staff,2022-11-04,2.16,17804274,P,41,S1,EMP00474,3.5,False
EMP00423,"Ridwan Hariyah, S.Pd",Sales,2,Senior Staff,2022-09-29,2.26,10727331,P,43,D3,EMP00474,3.8,True
EMP00424,"Hasan Latupono, S.E.I",Sales,3,Specialist,2019-11-25,5.1,16152463,P,29,S2,EMP00474,3.4,False
EMP00425,Warsita Firgantoro,Sales,3,Specialist,2023-03-01,1.84,18763147,L,31,S2,EMP00474,2.6,False
EMP00426,Nilam Latupono,Sales,3,Specialist,2019-11-10,5.14,16072164,L,24,S2,EMP00474,1.4,False
EMP00427,Daryani Nasyiah,Sales,4,Lead,2020-05-17,4.62,25388502,P,39,S2,,3.4,True
EMP00428,Harsanto Hasanah,Sales,3,Specialist,2021-07-01,3.5,20071002,L,42,S1,EMP00474,4.3,True
EMP00429,Salsabila Namaga,Sales,1,Staff,2021-10-09,3.23,8720540,L,33,S1,EMP00474,2.8,True
EMP00430,Rini Mangunsong,Sales,1,Staff,2019-05-03,5.66,11950721,L,47,S1,EMP00474,3.4,True
EMP00431,Safina Januar,Sales,1,Staff,2023-02-10,1.89,16274780,P,51,S1,EMP00474,3.5,True
EMP00432,"Dr. Raisa Wasita, S.T.",Sales,2,Senior Staff,2022-08-25,2.35,15732836,P,49,S1,EMP00474,3.0,False
