employee_id,full_name,department,job_level,job_level_name,hire_date,tenure_years,monthly_salary,gender,age,education,manager_id,engagement_score,is_flight_risk_sim,influence_score,network_role,flight_risk_score,knowledge_risk,risk_quadrant
EMP00674,R. Eluh Rajata,Operations,1,Staff,2019-07-12,5.47,8218659,P,49,S1,EMP00601,4.3,True,0.0092,Information Broker,0.9795187566167746,0.4944,🟡 Monitor (Low Influence + High Risk)
EMP00028,Humaira Uyainah,Engineering,1,Staff,2023-11-22,1.11,19214964,L,50,S1,EMP00155,4.7,True,0.0092,Information Broker,0.9796096817947404,0.4944,🟡 Monitor (Low Influence + High Risk)
EMP00789,Damar Nasyiah,Customer Success,1,Staff,2022-06-22,2.53,11651172,L,27,S2,EMP00846,2.8,True,0.0092,Information Broker,0.9792850211594,0.4942,🟡 Monitor (Low Influence + High Risk)
EMP00733,dr. Alika Hardiansyah,Data & Analytics,1,Staff,2019-03-01,5.84,16992352,L,31,D3,EMP00728,3.9,True,0.0092,Information Broker,0.9790173910123496,0.4941,🟡 Monitor (Low Influence + High Risk)
EMP00867,Enteng Nainggolan,IT Infrastructure,2,Senior Staff,2023-07-10,1.48,16127233,L,44,S1,EMP00925,4.4,True,0.0421,Central Connector,0.9461752521363146,0.4941,🟡 Monitor (Low Influence + High Risk)
EMP00732,drg. Dimas Pratama,Data & Analytics,1,Staff,2021-03-20,3.78,17986552,P,25,S1,EMP00728,2.2,True,0.0092,Information Broker,0.978997234997732,0.4941,🟡 Monitor (Low Influence + High Risk)
EMP00019,dr. Ratih Nababan,Engineering,2,Senior Staff,2022-11-27,2.09,23352153,P,31,S1,EMP00155,2.7,True,0.0431,Information Broker,0.9444568799430568,0.4938,🟡 Monitor (Low Influence + High Risk)
EMP00863,Malika Wulandari,IT Infrastructure,3,Specialist,2021-02-10,3.89,14833926,L,36,S1,EMP00925,4.0,True,0.0092,Information Broker,0.9768730647454577,0.493,🟡 Monitor (Low Influence + High Risk)
EMP00468,drg. Cinthia Latupono,Sales,2,Senior Staff,2023-11-13,1.13,11691060,P,50,S1,EMP00474,2.2,True,0.0092,Information Broker,0.9768916016604277,0.493,🟡 Monitor (Low Influence + High Risk)
EMP00089,Yani Pudjiastuti,Engineering,1,Staff,2019-04-14,5.72,16205679,L,35,S2,EMP00155,2.8,True,0.0497,Information Broker,0.9360023996037812,0.4929,🟡 Monitor (Low Influence + High Risk)
EMP00922,Fitria Namaga,IT Infrastructure,3,Specialist,2020-04-01,4.75,20565350,P,39,S1,EMP00925,3.2,True,0.0484,Central Connector,0.9365990660757308,0.4925,🟡 Monitor (Low Influence + High Risk)
EMP00149,Ani Halimah,Engineering,4,Lead,2019-02-18,5.87,24350546,P,31,S1,,2.1,True,0.0092,Information Broker,0.9756337292327344,0.4924,🟡 Monitor (Low Influence + High Risk)
EMP00048,Endah Hasanah,Engineering,3,Specialist,2023-09-24,1.27,21865666,P,28,D3,EMP00155,4.3,True,0.0092,Information Broker,0.975066189302444,0.4921,🟡 Monitor (Low Influence + High Risk)
EMP00429,Salsabila Namaga,Sales,1,Staff,2021-10-09,3.23,8720540,L,33,S1,EMP00474,2.8,True,0.0092,Information Broker,0.9743823159778704,0.4918,🟡 Monitor (Low Influence + High Risk)
EMP00965,Rahmi Susanti,Research,1,Staff,2020-07-04,4.49,14637917,P,30,S1,EMP00942,3.4,True,0.0427,Information Broker,0.9402578178460962,0.4915,🟡 Monitor (Low Influence + High Risk)
EMP00069,Atma Sirait,Engineering,1,Staff,2018-09-06,6.32,11817896,L,34,S1,EMP00155,1.7,True,0.0092,Information Broker,0.9710376158042522,0.4901,🟡 Monitor (Low Influence + High Risk)
EMP00614,Carla Suwarno,Operations,3,Specialist,2021-11-19,3.12,16071686,L,47,S2,EMP00601,4.0,True,0.0092,Information Broker,0.9707740235926912,0.49,🟡 Monitor (Low Influence + High Risk)
EMP00381,dr. Karya Zulaika,Sales,1,Staff,2020-03-04,4.83,10831330,P,44,S1,EMP00474,4.4,True,0.0092,Information Broker,0.97072543719121,0.49,🟡 Monitor (Low Influence + High Risk)
EMP00291,Chelsea Prayoga,Marketing,1,Staff,2018-08-14,6.38,9954389,L,51,S3,EMP00318,3.5,True,0.0092,Information Broker,0.968290979761113,0.4887,🟡 Monitor (Low Influence + High Risk)
EMP00417,"Pangestu Wulandari, S.T.",Sales,1,Staff,2018-12-07,6.07,10840400,L,42,S3,EMP00474,2.4,True,0.0092,Information Broker,0.9663192150971408,0.4878,🟡 Monitor (Low Influence + High Risk)
EMP00037,T. Pangeran Padmasari,Engineering,1,Staff,2022-06-21,2.53,19758568,P,29,S1,EMP00155,5.0,True,0.0092,Information Broker,0.965418383441461,0.4873,🟡 Monitor (Low Influence + High Risk)
EMP00787,Maimunah Yolanda,Customer Success,2,Senior Staff,2023-03-13,1.8,10424018,P,35,S2,EMP00846,4.2,True,0.0592,Information Broker,0.9151078200743648,0.4872,🟡 Monitor (Low Influence + High Risk)
EMP00940,Wulan Widodo,Research,4,Lead,2021-04-12,3.72,31151955,P,25,S1,,3.6,True,0.0379,Information Broker,0.9361692552921956,0.487,🟡 Monitor (Low Influence + High Risk)
EMP00030,"Cut Ghaliyati Firmansyah, S.Psi",Engineering,4,Lead,2018-11-18,6.12,26609112,L,22,S1,,3.6,True,0.0092,Information Broker,0.963923621826549,0.4866,🟡 Monitor (Low Influence + High Risk)
EMP00878,Ratih Rahimah,IT Infrastructure,3,Specialist,2021-01-10,3.97,19042428,L,36,S3,EMP00925,2.9,True,0.0392,Information Broker,0.9334278249318312,0.4863,🟡 Monitor (Low Influence + High Risk)
EMP00129,R.A. Tina Siregar,Engineering,2,Senior Staff,2023-06-09,1.56,14117311,L,50,S2,EMP00155,2.1,True,0.0092,Information Broker,0.9626313512985534,0.4859,🟡 Monitor (Low Influence + High Risk)
EMP00810,Puti Juli Suryono,Customer Success,2,Senior Staff,2020-12-28,4.01,11641251,L,45,S2,EMP00846,2.8,True,0.0399,Information Broker,0.931799991728523,0.4858,🟡 Monitor (Low Influence + High Risk)
EMP00427,Daryani Nasyiah,Sales,4,Lead,2020-05-17,4.62,25388502,P,39,S2,,3.4,True,0.0092,Information Broker,0.9618207999191988,0.4855,🟡 Monitor (Low Influence + High Risk)
EMP00478,"Ulya Wahyudin, S.E.I",Sales,2,Senior Staff,2022-02-22,2.86,13927118,P,41,S1,EMP00474,3.9,True,0.0392,Information Broker,0.9315483858805952,0.4854,🟡 Monitor (Low Influence + High Risk)
EMP00179,Kajen Kusmawati,Engineering,4,Lead,2018-09-23,6.27,27919165,L,44,S1,,3.7,True,0.0092,Information Broker,0.9610203617755771,0.4851,🟡 Monitor (Low Influence + High Risk)
EMP00367,Jarwadi Saptono,Sales,1,Staff,2021-11-12,3.13,15940515,L,22,S1,EMP00474,4.0,True,0.0092,Information Broker,0.9605079603307268,0.4849,🟡 Monitor (Low Influence + High Risk)
EMP00488,R.A. Yani Aryani,Sales,1,Staff,2021-07-18,3.46,12394252,L,22,S2,EMP00474,2.8,True,0.0092,Information Broker,0.9601237879253108,0.4847,🟡 Monitor (Low Influence + High Risk)
EMP00090,Asirwanda Yulianti,Engineering,3,Specialist,2022-06-26,2.52,24064319,L,49,S1,EMP00155,2.3,True,0.0092,Information Broker,0.9602753230263268,0.4847,🟡 Monitor (Low Influence + High Risk)
EMP00166,Mala Hidayat,Engineering,1,Staff,2023-07-27,1.43,14419611,L,47,S1,EMP00155,3.0,True,0.0092,Information Broker,0.9583227177226952,0.4838,🟡 Monitor (Low Influence + High Risk)
EMP00064,"Ir. Lintang Prabowo, M.Pd",Engineering,3,Specialist,2023-11-01,1.17,29125986,P,30,D3,EMP00155,2.5,True,0.0092,Information Broker,0.9578533842043666,0.4835,🟡 Monitor (Low Influence + High Risk)
EMP00349,Drs. Ulva Mansur,Sales,3,Specialist,2019-08-12,5.39,15807440,L,40,S2,EMP00474,2.1,True,0.0092,Information Broker,0.9559717822689314,0.4826,🟡 Monitor (Low Influence + High Risk)
EMP00237,"Tgk. Caturangga Sudiati, M.Ak",Product,2,Senior Staff,2023-01-20,1.95,26664234,L,28,S2,EMP00254,1.9,True,0.0438,Information Broker,0.921245640964612,0.4825,🟡 Monitor (Low Influence + High Risk)
EMP00176,Irfan Prastuti,Engineering,1,Staff,2019-02-09,5.89,13945000,P,24,S1,EMP00155,3.5,True,0.0092,Information Broker,0.9557371739583612,0.4825,🟡 Monitor (Low Influence + High Risk)
EMP00011,"KH. Capa Anggraini, S.Psi",Engineering,2,Senior Staff,2018-08-15,6.38,15484519,L,28,S1,EMP00155,2.4,True,0.0092,Information Broker,0.9555346375979132,0.4824,🟡 Monitor (Low Influence + High Risk)
EMP00039,Gawati Mandala,Engineering,2,Senior Staff,2021-06-18,3.54,18015556,P,25,S1,EMP00155,3.6,True,0.0092,Information Broker,0.9548793687625634,0.482,🟡 Monitor (Low Influence + High Risk)
EMP00181,Oliva Wijayanti,Engineering,2,Senior Staff,2022-05-11,2.64,19692645,L,51,S1,EMP00155,2.9,True,0.0092,Information Broker,0.9523100929241448,0.4808,🟡 Monitor (Low Influence + High Risk)
EMP00171,"Ida Puspasari, S.E.I",Engineering,1,Staff,2023-11-20,1.11,21685933,L,38,S1,EMP00155,4.8,True,0.0092,Information Broker,0.9519706172940104,0.4806,🟡 Monitor (Low Influence + High Risk)
EMP00138,"dr. Restu Puspasari, S.E.I",Engineering,1,Staff,2021-11-28,3.09,14803574,P,38,S1,EMP00155,4.1,True,0.0092,Information Broker,0.9505676518631012,0.4799,🟡 Monitor (Low Influence + High Risk)
EMP00141,Fathonah Zulaika,Engineering,5,Manager,2023-08-12,1.39,29991361,P,45,S1,,3.8,True,0.0092,Information Broker,0.9494770265873452,0.4793,🟡 Monitor (Low Influence + High Risk)
EMP00423,"Ridwan Hariyah, S.Pd",Sales,2,Senior Staff,2022-09-29,2.26,10727331,P,43,D3,EMP00474,3.8,True,0.0431,Information Broker,0.9146144191204458,0.4789,🟡 Monitor (Low Influence + High Risk)
EMP00389,Jelita Rahmawati,Sales,2,Senior Staff,2019-08-11,5.39,18971106,P,27,S1,EMP00474,3.6,True,0.0092,Information Broker,0.9474139923514228,0.4783,🟡 Monitor (Low Influence + High Risk)
EMP00430,Rini Mangunsong,Sales,1,Staff,2019-05-03,5.66,11950721,L,47,S1,EMP00474,3.4,True,0.0092,Information Broker,0.9467784469837136,0.478,🟡 Monitor (Low Influence + High Risk)
EMP00416,Jaeman Uwais,Sales,6,Senior Manager,2021-09-12,3.3,22941002,L,39,S2,,2.6,True,0.0092,Information Broker,0.9467719946544264,0.478,🟡 Monitor (Low Influence + High Risk)
EMP00833,"Rachel Wahyudin, S.Farm",Customer Success,3,Specialist,2021-05-15,3.63,11482111,P,26,S1,EMP00846,4.2,True,0.0092,Information Broker,0.9466239720031376,0.4779,🟡 Monitor (Low Influence + High Risk)
EMP00109,Lukman Hutapea,Engineering,2,Senior Staff,2023-10-23,1.19,21070181,P,49,S1,EMP00155,4.1,True,0.0092,Information Broker,0.9461766158420498,0.4777,🟡 Monitor (Low Influence + High Risk)
EMP00408,"Dr. Taufik Utama, M.TI.",Sales,1,Staff,2019-11-16,5.13,12511604,L,40,S1,EMP00474,2.3,True,0.0092,Information Broker,0.9432989586894016,0.4762,🟡 Monitor (Low Influence + High Risk)
EMP00094,Catur Wibowo,Engineering,2,Senior Staff,2020-02-04,4.91,17962034,L,39,S1,EMP00155,3.2,True,0.0092,Central Connector,0.9421088794504654,0.4757,🟡 Monitor (Low Influence + High Risk)
EMP00199,Hana Prayoga,Engineering,2,Senior Staff,2023-07-19,1.45,18049163,P,49,S1,EMP00155,3.2,True,0.0092,Information Broker,0.939225234784416,0.4742,🟡 Monitor (Low Influence + High Risk)
EMP00108,Labuh Riyanti,Engineering,1,Staff,2022-08-03,2.41,12681190,L,49,S1,EMP00155,3.8,True,0.0092,Information Broker,0.9343987764846354,0.4718,🟡 Monitor (Low Influence + High Risk)
EMP00344,"Puti Malika Lazuardi, S.E.I",Sales,1,Staff,2019-05-02,5.67,11578398,P,49,S1,EMP00474,3.2,True,0.0092,Central Connector,0.9307797447233452,0.47,🟡 Monitor (Low Influence + High Risk)
EMP00041,"Puti Eva Utami, S.E.",Engineering,5,Manager,2019-02-15,5.88,37985352,L,29,S1,,3.5,True,0.0092,Information Broker,0.9307233568913552,0.47,🟡 Monitor (Low Influence + High Risk)
EMP00332,Prasetyo Waskita,Marketing,3,Specialist,2023-05-28,1.6,23219093,L,42,D3,EMP00318,4.2,True,0.0092,Information Broker,0.9299687896025346,0.4696,🟡 Monitor (Low Influence + High Risk)
EMP00278,"R.A. Ida Pradana, S.I.Kom",Marketing,3,Specialist,2020-01-23,4.94,14677201,P,51,S1,EMP00318,3.7,True,0.0392,Information Broker,0.8997868475304827,0.4695,🟡 Monitor (Low Influence + High Risk)
EMP00477,Ian Kuswoyo,Sales,1,Staff,2019-04-10,5.73,13961054,L,31,S1,EMP00474,2.3,True,0.0092,Information Broker,0.9283605381590784,0.4688,🟡 Monitor (Low Influence + High Risk)
EMP00027,"Hesti Marpaung, M.M.",Engineering,2,Senior Staff,2021-05-21,3.61,17629165,P,31,S1,EMP00155,4.2,True,0.0092,Information Broker,0.9260933207121752,0.4676,🟡 Monitor (Low Influence + High Risk)
EMP00310,"Cakrawala Santoso, S.E.I",Marketing,2,Senior Staff,2020-04-23,4.69,14434947,L,51,S1,EMP00318,2.8,True,0.0092,Central Connector,0.925158848635288,0.4672,🟡 Monitor (Low Influence + High Risk)
EMP00390,Suci Anggraini,Sales,3,Specialist,2022-10-09,2.23,16229887,L,44,D3,EMP00474,2.5,True,0.0092,Information Broker,0.9245503390009636,0.4669,🟡 Monitor (Low Influence + High Risk)
EMP00311,Asmuni Marbun,Marketing,4,Lead,2022-09-12,2.3,18977731,L,46,S1,,3.3,True,0.0092,Information Broker,0.9204863125209606,0.4648,🟡 Monitor (Low Influence + High Risk)
EMP00472,Lidya Kuswoyo,Sales,2,Senior Staff,2022-11-03,2.16,17822411,P,47,S1,EMP00474,3.5,True,0.0431,Information Broker,0.8843324043851447,0.4637,🟡 Monitor (Low Influence + High Risk)
EMP00839,Aswani Pudjiastuti,Customer Success,1,Staff,2020-11-29,4.09,9591117,L,39,D3,EMP00846,2.3,True,0.0092,Information Broker,0.9170492563118954,0.4631,🟡 Monitor (Low Influence + High Risk)
EMP00063,R.M. Eman Nuraini,Engineering,4,Lead,2020-02-28,4.84,26615266,P,37,S1,,2.7,True,0.0092,Information Broker,0.9148558365631142,0.462,🟡 Monitor (Low Influence + High Risk)
EMP00164,"Maya Adriansyah, M.TI.",Engineering,3,Specialist,2020-11-05,4.15,21313160,L,48,D3,EMP00155,3.6,True,0.0092,Information Broker,0.9139190870537324,0.4616,🟡 Monitor (Low Influence + High Risk)
EMP00817,"Praba Nababan, S.E.",Customer Success,3,Specialist,2023-10-29,1.17,15933080,L,23,S1,EMP00846,1.0,True,0.0092,Central Connector,0.9110403345380752,0.4601,🟡 Monitor (Low Influence + High Risk)
EMP00065,"H. Muhammad Pangestu, S.Pd",Engineering,1,Staff,2022-09-27,2.26,17241077,P,48,S1,EMP00155,3.1,True,0.0092,Information Broker,0.9068044248219442,0.458,🟡 Monitor (Low Influence + High Risk)
EMP00929,Kasiyah Halim,IT Infrastructure,4,Lead,2020-10-08,4.23,21902063,P,48,S1,,4.2,True,0.0092,Central Connector,0.9063848864497728,0.4578,🟡 Monitor (Low Influence + High Risk)
EMP00603,Harto Mardhiyah,Operations,1,Staff,2022-05-29,2.59,9501068,L,26,S1,EMP00601,4.4,True,0.0431,Information Broker,0.8650880322205416,0.4541,🟡 Monitor (Low Influence + High Risk)
EMP00301,Kusuma Hutagalung,Marketing,2,Senior Staff,2020-08-27,4.34,11133980,L,29,S1,EMP00318,2.0,True,0.0092,Information Broker,0.8985079460143061,0.4539,🟡 Monitor (Low Influence + High Risk)
EMP00115,Michelle Sihotang,Engineering,2,Senior Staff,2020-04-21,4.7,18920606,L,42,S3,EMP00155,2.4,True,0.0092,Information Broker,0.8920876946442238,0.4506,🟡 Monitor (Low Influence + High Risk)
EMP00042,"Ir. Indra Riyanti, S.Pt",Engineering,3,Specialist,2019-02-06,5.9,23404485,P,25,S2,EMP00155,3.5,True,0.0092,Information Broker,0.8900901578942394,0.4496,🟡 Monitor (Low Influence + High Risk)
EMP00428,Harsanto Hasanah,Sales,3,Specialist,2021-07-01,3.5,20071002,L,42,S1,EMP00474,4.3,True,0.0092,Information Broker,0.8898212635380962,0.4495,🟡 Monitor (Low Influence + High Risk)
EMP00001,"Balidin Dongoran, S.T.",Engineering,1,Staff,2023-06-10,1.56,16787219,P,45,S2,EMP00155,4.2,True,0.0092,Information Broker,0.8819481151257184,0.4456,🟡 Monitor (Low Influence + High Risk)
EMP00355,KH. Kenari Waluyo,Sales,3,Specialist,2018-07-28,6.43,20353913,P,38,S2,EMP00474,5.0,True,0.0092,Information Broker,0.8780512080281146,0.4436,🟡 Monitor (Low Influence + High Risk)
EMP00608,Edison Halimah,Operations,1,Staff,2019-01-16,5.96,12372494,L,49,D3,EMP00601,3.9,True,0.0092,Information Broker,0.8565175391876774,0.4329,🟡 Monitor (Low Influence + High Risk)
EMP00168,Salimah Maheswara,Engineering,2,Senior Staff,2020-07-18,4.45,20794934,L,28,S2,EMP00155,3.7,True,0.0092,Information Broker,0.8552521456077546,0.4322,🟡 Monitor (Low Influence + High Risk)
EMP00316,Liman Gunarto,Marketing,2,Senior Staff,2022-04-05,2.74,13857042,L,27,S1,EMP00318,3.8,True,0.0092,Information Broker,0.8469486258264409,0.4281,🟡 Monitor (Low Influence + High Risk)
EMP00524,"Suci Agustina, S.Pd",Finance,3,Specialist,2022-08-21,2.36,17384694,L,44,S2,EMP00523,3.1,True,0.0092,Information Broker,0.8171591663760099,0.4132,🟡 Monitor (Low Influence + High Risk)
EMP00757,"Cut Kartika Sitompul, S.IP",Legal,3,Specialist,2022-06-20,2.53,21562475,P,46,S1,EMP00770,3.0,False,0.6418,Central Connector,0.0039260480328901,0.3229,🟢 Stable
EMP00754,Tgk. Rika Sirait,Legal,3,Specialist,2023-07-01,1.5,29664321,P,49,D3,EMP00770,4.2,False,0.5572,Central Connector,0.0183830888741826,0.2878,🟢 Stable
EMP00774,Patricia Siregar,Legal,2,Senior Staff,2023-10-27,1.18,25761156,L,41,S1,EMP00770,4.3,False,0.5445,Central Connector,0.002147012234619,0.2733,🟢 Stable
EMP00766,"Carla Nainggolan, S.Ked",Legal,2,Senior Staff,2022-07-11,2.48,18636111,L,28,S1,EMP00770,3.2,False,0.4972,Central Connector,0.0006989910669309,0.2489,🟢 Stable
EMP00775,Tgk. Murti Zulaika,Legal,3,Specialist,2022-05-01,2.67,24686707,L,23,S1,EMP00770,3.6,False,0.4779,Central Connector,0.0029213269790072,0.2404,🟢 Stable
EMP00779,Wardaya Salahudin,Legal,4,Lead,2019-05-26,5.6,28022365,L,31,S1,,4.5,False,0.4783,Central Connector,0.0006783566355281,0.2395,🟢 Stable
EMP00756,"Padmi Salahudin, M.Kom.",Legal,1,Staff,2022-07-05,2.49,15082022,P,44,S1,EMP00770,2.6,False,0.4075,Central Connector,0.0434359905941049,0.2255,🟢 Stable
EMP00753,Elisa Wijaya,Legal,3,Specialist,2018-10-03,6.25,23994341,L,30,D3,EMP00770,3.3,False,0.4035,Central Connector,0.0036193803458016,0.2036,🟢 Stable
EMP00719,Galar Simanjuntak,Data & Analytics,3,Specialist,2021-11-20,3.11,22515539,L,30,S1,EMP00728,3.4,False,0.3843,Central Connector,0.0192233200098633,0.2018,🟢 Stable
EMP00770,Zizi Halim,Legal,4,Lead,2023-02-16,1.87,36700635,P,40,D3,,3.6,False,0.3964,Central Connector,0.0063752650506885,0.2014,🟢 Stable
EMP00558,"Tgk. Nasab Hutasoit, M.TI.",HR,2,Senior Staff,2020-08-25,4.35,8807486,L,36,D3,EMP00575,3.3,False,0.3678,Central Connector,0.0011221064998497,0.1845,🟢 Stable
EMP00776,"Rangga Saptono, M.Ak",Legal,1,Staff,2020-06-09,4.56,19839828,L,23,S1,EMP00770,3.7,False,0.3623,Central Connector,0.004823063574225,0.1836,🟢 Stable
EMP00768,Hendri Putra,Legal,3,Specialist,2022-04-22,2.69,20977296,L,36,S1,EMP00770,3.7,False,0.3533,Central Connector,0.000834040413159,0.1771,🟢 Stable
EMP00527,Yance Tarihoran,Finance,3,Specialist,2019-01-29,5.92,21746338,P,46,S1,EMP00523,4.0,False,0.3294,Central Connector,0.023542568176219,0.1765,🟢 Stable
EMP00560,"Maida Farida, M.TI.",HR,2,Senior Staff,2019-03-31,5.75,13262630,P,48,D3,EMP00575,2.4,False,0.335,Central Connector,0.0103232216250547,0.1727,🟢 Stable
EMP00571,Diah Riyanti,HR,2,Senior Staff,2022-07-20,2.45,12897404,L,50,S1,EMP00575,4.3,False,0.3053,Central Connector,0.0051193563519885,0.1552,🟢 Stable
EMP00705,Lega Prastuti,Data & Analytics,4,Lead,2023-01-04,1.99,22840358,L,31,S2,,3.3,False,0.2698,Central Connector,0.0382742742033815,0.154,🟢 Stable
EMP00761,"KH. Labuh Permata, S.H.",Legal,3,Specialist,2022-08-22,2.36,27150303,P,34,D3,EMP00770,4.2,False,0.2878,Central Connector,0.0164170848146149,0.1521,🟢 Stable
EMP00772,Tgk. Mujur Kuswandari,Legal,1,Staff,2023-11-29,1.09,16619860,L,44,S1,EMP00770,4.0,False,0.3006,Central Connector,0.001977134819953,0.1513,🟢 Stable
EMP00215,"drg. Paulin Palastri, M.Ak",Product,2,Senior Staff,2020-09-11,4.3,26636218,P,44,S1,EMP00254,3.4,False,0.2977,Central Connector,0.0040692337807771,0.1509,🟢 Stable
EMP00752,R.M. Gamanto Suryatmi,Legal,1,Staff,2019-11-10,5.14,15809511,L,43,S1,EMP00770,3.2,False,0.2997,Central Connector,0.0006841914565858,0.1502,🟢 Stable
EMP00545,Jarwadi Handayani,Finance,1,Staff,2019-04-09,5.73,12618003,L,41,S1,EMP00523,2.3,False,0.2489,Central Connector,0.041968443913835,0.1454,🟢 Stable
EMP00780,"T. Niyaga Pranowo, M.Kom.",Legal,2,Senior Staff,2019-05-05,5.66,22881677,L,27,S1,EMP00770,3.2,False,0.2871,Central Connector,0.0023456812481114,0.1447,🟢 Stable
EMP00750,"Juli Kusmawati, M.TI.",Data & Analytics,1,Staff,2019-04-20,5.7,14415356,P,31,S2,EMP00728,3.9,False,0.2498,Central Connector,0.0388902316094601,0.1443,🟢 Stable
EMP00693,"Bagya Hartati, M.M.",Data & Analytics,2,Senior Staff,2023-05-03,1.66,14279477,L,42,S1,EMP00728,3.3,False,0.28,Central Connector,0.006656165747671,0.1433,🟢 Stable
EMP00240,Wisnu Saragih,Product,1,Staff,2021-08-20,3.36,18144916,L,25,S2,EMP00254,3.4,False,0.2759,Central Connector,0.0080774159578809,0.142,🟢 Stable
EMP00760,Dr. Hani Yolanda,Legal,2,Senior Staff,2022-05-16,2.63,17520035,P,46,S2,EMP00770,3.7,False,0.2688,Central Connector,0.0027381503096328,0.1358,🟢 Stable
EMP00562,Intan Wibisono,HR,1,Staff,2023-03-22,1.78,8337793,L,42,S1,EMP00575,2.6,False,0.2656,Central Connector,0.0004936845314206,0.133,🟢 Stable
EMP00570,Safina Wijayanti,HR,1,Staff,2018-09-21,6.28,8064339,P,24,S2,EMP00575,2.6,False,0.2551,Central Connector,0.0048312427544634,0.13,🟢 Stable
EMP00764,"Raina Wibowo, S.E.I",Legal,3,Specialist,2022-11-07,2.15,25992076,P,27,S1,EMP00770,2.8,False,0.2569,Central Connector,0.0014662207362953,0.1292,🟢 Stable
EMP00762,"Anastasia Padmasari, M.Kom.",Legal,2,Senior Staff,2020-09-23,4.27,17537537,L,39,S2,EMP00770,3.3,False,0.2482,Central Connector,0.0008073422226443,0.1245,🟢 Stable
EMP00777,Febi Prayoga,Legal,1,Staff,2021-01-31,3.92,15988416,P,39,S2,EMP00770,4.0,False,0.242,Central Connector,0.0025888118877595,0.1223,🟢 Stable
EMP00746,"Tgk. Kalim Utama, S.E.I",Data & Analytics,1,Staff,2018-07-31,6.42,18238664,L,41,S1,EMP00728,3.0,False,0.2356,Central Connector,0.0009518036833634,0.1183,🟢 Stable
EMP00765,"Hj. Hesti Firmansyah, M.Farm",Legal,1,Staff,2023-04-12,1.72,18237200,L,35,S1,EMP00770,4.3,False,0.2328,Central Connector,0.0018377305546529,0.1173,🟢 Stable
EMP00208,Julia Namaga,Product,2,Senior Staff,2022-03-01,2.84,23857410,P,45,S1,EMP00254,4.5,False,0.2176,Information Broker,0.0168224565809737,0.1172,🟢 Stable
EMP00561,Drs. Capa Utama,HR,1,Staff,2023-09-02,1.33,10646068,L,39,S1,EMP00575,4.7,False,0.2307,Central Connector,0.0037955070727386,0.1172,🟢 Stable
EMP00767,Iriana Andriani,Legal,3,Specialist,2019-11-04,5.16,25098761,L,28,S1,EMP00770,3.5,False,0.2273,Central Connector,0.0060260286122113,0.1167,🟢 Stable
EMP00743,Yunita Oktaviani,Data & Analytics,2,Senior Staff,2020-06-25,4.52,19109531,L,38,S1,EMP00728,3.8,False,0.2256,Central Connector,0.0048456050107366,0.1152,🟢 Stable
EMP00694,"Kariman Situmorang, S.E.I",Data & Analytics,1,Staff,2022-11-02,2.16,16818786,L,36,S1,EMP00728,3.5,False,0.2158,Central Connector,0.0037950722821106,0.1098,🟢 Stable
EMP00726,Kiandra Susanti,Data & Analytics,1,Staff,2021-09-22,3.27,16354785,L,37,D3,EMP00728,3.3,False,0.2006,Central Connector,0.0142341596659674,0.1074,🟢 Stable
EMP00731,Bakijan Wijaya,Data & Analytics,3,Specialist,2022-01-03,2.99,20450183,P,22,S2,EMP00728,4.0,False,0.1843,Central Connector,0.0299651800700476,0.1071,🟢 Stable
EMP00747,Luhung Melani,Data & Analytics,2,Senior Staff,2019-02-09,5.89,26954387,P,48,S2,EMP00728,2.7,False,0.1914,Central Connector,0.0178862518958358,0.1046,🟢 Stable
EMP00725,Bakti Hardiansyah,Data & Analytics,1,Staff,2019-11-15,5.13,15357725,P,44,D3,EMP00728,3.6,False,0.199,Central Connector,0.0061469519034752,0.1026,🟢 Stable
EMP00559,"Cawuk Gunarto, S.H.",HR,1,Staff,2018-12-02,6.08,8162201,L,27,D3,EMP00575,2.9,False,0.1992,Central Connector,0.0010801938362772,0.1001,🟢 Stable
EMP00539,R. Vanya Yolanda,Finance,2,Senior Staff,2023-11-02,1.16,14451878,L,30,S1,EMP00523,2.9,False,0.1959,Central Connector,0.0011476441769689,0.0985,🟢 Stable
EMP00840,Sutan Kemal Nasyiah,Customer Success,3,Specialist,2023-03-04,1.83,13082015,P,44,S2,EMP00846,3.0,False,0.1887,Central Connector,0.00690707828001,0.0978,🟢 Stable
EMP00504,Maimunah Wijayanti,Finance,2,Senior Staff,2022-05-27,2.6,19152270,P,32,S1,EMP00523,3.9,False,0.1726,Central Connector,0.0148881812780619,0.0937,🟢 Stable
EMP00225,Asirwanda Rajata,Product,2,Senior Staff,2020-04-26,4.68,25521052,P,48,S2,EMP00254,3.5,False,0.1782,Central Connector,0.0089381932551066,0.0936,🟢 Stable
EMP00295,Mila Handayani,Marketing,1,Staff,2019-04-08,5.73,13384967,L,33,S1,EMP00318,2.9,False,0.1774,Central Connector,0.0089290664085579,0.0932,🟢 Stable
EMP00500,Ira Simbolon,Finance,2,Senior Staff,2019-08-11,5.39,19182412,L,37,D3,EMP00523,3.0,False,0.1841,Central Connector,0.0016074070628961,0.0929,🟢 Stable
EMP00577,Elvina Prabowo,HR,2,Senior Staff,2019-07-08,5.48,13100305,L,49,D3,EMP00575,3.1,False,0.1841,Central Connector,0.0008901898114282,0.0925,🟢 Stable
